INPUT:text	INPUT:word	INPUT:pronoun	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted
У Мюриэль в бальном зале есть знаменитый портрет балерины Терезы Рубио. Ей было 19, когда она позировала для него, и ее юношеская энергия буквально рвется с холста.	Мюриэль	Ей	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0baaabce428735e2aa	000271bf80--64ef36270308d50982a5a876	000271bf80--64ef3a0baaabce428735e2aa	000271bf80--64ef3a0baaabce428735e2a7	9f7850d125d91692c641314df0fa8143	APPROVED	2023-08-30T12:46:03.437	2023-08-30T12:47:13.038	2023-08-30T12:47:13.038
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0baaabce428735e2aa	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef3a0baaabce428735e2aa	000271bf80--64ef3a0baaabce428735e2a7	9f7850d125d91692c641314df0fa8143	APPROVED	2023-08-30T12:46:03.437	2023-08-30T12:47:13.038	2023-08-30T12:47:13.038
Генри не раз присутствовал на совещаниях, которые его отец проводил с известными детективами. Им требовалась его помощь в разгадывании таинственных загадок, и эти случаи становились для него красными днями календаря.	Генри	его помощь	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0f4990a07004fe6e5b	000271bf80--64ef36260308d50982a5a751	000271bf80--64ef3a0f4990a07004fe6e5b	000271bf80--64ef3a0e4990a07004fe6e55	4d4d7524624b931ac0ab1ab205bdf9df	APPROVED	2023-08-30T12:46:07.031	2023-08-30T12:46:43.712	2023-08-30T12:46:43.712
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0f4990a07004fe6e5b	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef3a0f4990a07004fe6e5b	000271bf80--64ef3a0e4990a07004fe6e55	4d4d7524624b931ac0ab1ab205bdf9df	APPROVED	2023-08-30T12:46:07.031	2023-08-30T12:46:43.712	2023-08-30T12:46:43.712
У Мюриэль в бальном зале есть знаменитый портрет балерины Терезы Рубио кисти Сесиль д'Арбле. Он очень характерен для позднего периода ее творчества - стремительный, почти грубый, а не реалистичный.	Сесиль д'Арбле	ее творчества	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0f4990a07004fe6e5b	000271bf80--64ef36270308d50982a5a87e	000271bf80--64ef3a0f4990a07004fe6e5b	000271bf80--64ef3a0e4990a07004fe6e55	4d4d7524624b931ac0ab1ab205bdf9df	APPROVED	2023-08-30T12:46:07.031	2023-08-30T12:46:43.712	2023-08-30T12:46:43.712
У Мюриэль есть знаменитый портрет балерины кисти Сесиль д'Арбле, он висит у нее в бальном зале.	Мюриэль	у нее	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0f648b7249242a9f18	000271bf80--64ef36270308d50982a5a852	000271bf80--64ef3a0f648b7249242a9f18	000271bf80--64ef3a0f648b7249242a9f14	42656e5df329d183e2aa6e7a8dbc6cf2	APPROVED	2023-08-30T12:46:07.548	2023-08-30T12:47:08.917	2023-08-30T12:47:08.917
Лес оказался таким густым, что Пит не заметил, как они со Стивом заблудились. И всё же он не казался таящим в себе опасности.	Лес	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0f648b7249242a9f18	000271bf80--64ef36290308d50982a5a93c	000271bf80--64ef3a0f648b7249242a9f18	000271bf80--64ef3a0f648b7249242a9f14	42656e5df329d183e2aa6e7a8dbc6cf2	APPROVED	2023-08-30T12:46:07.548	2023-08-30T12:47:08.917	2023-08-30T12:47:08.917
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a0f648b7249242a9f18	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef3a0f648b7249242a9f18	000271bf80--64ef3a0f648b7249242a9f14	42656e5df329d183e2aa6e7a8dbc6cf2	APPROVED	2023-08-30T12:46:07.548	2023-08-30T12:47:08.917	2023-08-30T12:47:08.917
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a102b730f4b1a5dfc91	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef3a102b730f4b1a5dfc91	000271bf80--64ef3a102b730f4b1a5dfc8f	ec215d3a9ba1bab1542fc861bab0d7f3	APPROVED	2023-08-30T12:46:08.804	2023-08-30T12:47:08.725	2023-08-30T12:47:08.725
У Мюриэль есть знаменитый портрет балерины кисти Сесиль д'Арбле, он висит у нее в бальном зале.	Мюриэль	у нее	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a102b730f4b1a5dfc91	000271bf80--64ef36270308d50982a5a852	000271bf80--64ef3a102b730f4b1a5dfc91	000271bf80--64ef3a102b730f4b1a5dfc8f	ec215d3a9ba1bab1542fc861bab0d7f3	APPROVED	2023-08-30T12:46:08.804	2023-08-30T12:47:08.725	2023-08-30T12:47:08.725
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	в бальном зале	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a102b730f4b1a5dfc91	000271bf80--64ef36270308d50982a5a86c	000271bf80--64ef3a102b730f4b1a5dfc91	000271bf80--64ef3a102b730f4b1a5dfc8f	ec215d3a9ba1bab1542fc861bab0d7f3	APPROVED	2023-08-30T12:46:08.804	2023-08-30T12:47:08.725	2023-08-30T12:47:08.725
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	клубы	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1111fcd81de5cc64a6	000271bf80--64ef36260308d50982a5a734	000271bf80--64ef3a1111fcd81de5cc64a6	000271bf80--64ef3a1111fcd81de5cc64a0	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:46:09.201	2023-08-30T12:47:09.629	2023-08-30T12:47:09.629
Многие начинали читать книги Пола и не могли оторваться. Они были так захвачены потому, что Пол так хорошо пишет.	Многие	Они	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1111fcd81de5cc64a6	000271bf80--64ef36132409351a10c5f64a	000271bf80--64ef3a1111fcd81de5cc64a6	000271bf80--64ef3a1111fcd81de5cc64a0	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:46:09.201	2023-08-30T12:47:09.629	2023-08-30T12:47:09.629
У Мюриэль есть знаменитый портрет балерины кисти Сесиль д'Арбле, он висит у нее в бальном зале.	Мюриэль	у нее	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1111fcd81de5cc64a6	000271bf80--64ef36270308d50982a5a852	000271bf80--64ef3a1111fcd81de5cc64a6	000271bf80--64ef3a1111fcd81de5cc64a0	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:46:09.201	2023-08-30T12:47:09.629	2023-08-30T12:47:09.629
Раньше Ларри всегда помогал папе с его работой. Но он не мог помочь ему сейчас, потому что папа сказал, что его босс в железнодорожной компании не хочет, чтобы кто-либо, кроме него, работал в офисе.	Ларри	он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a14fd2be161870f823b	000271bf80--64ef36132409351a10c5f658	000271bf80--64ef3a14fd2be161870f823b	000271bf80--64ef3a14fd2be161870f8238	80deb18a70df4fcf7107073141fc2f7e	APPROVED	2023-08-30T12:46:12.087	2023-08-30T12:47:15.467	2023-08-30T12:47:15.467
У Мюриэль в бальном зале есть знаменитый портрет балерины Терезы Рубио кисти Сесиль д'Арбле. Он очень характерен для позднего периода ее творчества - стремительный, почти грубый, а не реалистичный.	Сесиль д'Арбле	ее творчества	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a14fd2be161870f823b	000271bf80--64ef36270308d50982a5a87e	000271bf80--64ef3a14fd2be161870f823b	000271bf80--64ef3a14fd2be161870f8238	80deb18a70df4fcf7107073141fc2f7e	APPROVED	2023-08-30T12:46:12.087	2023-08-30T12:47:15.467	2023-08-30T12:47:15.467
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Мод и Дора	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a14fd2be161870f823b	000271bf80--64ef36260308d50982a5a73d	000271bf80--64ef3a14fd2be161870f823b	000271bf80--64ef3a14fd2be161870f8238	80deb18a70df4fcf7107073141fc2f7e	APPROVED	2023-08-30T12:46:12.087	2023-08-30T12:47:15.467	2023-08-30T12:47:15.467
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Мод и Дора	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a15648b7249242aa073	000271bf80--64ef36260308d50982a5a73d	000271bf80--64ef3a15648b7249242aa073	000271bf80--64ef3a15648b7249242aa06c	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:46:13.175	2023-08-30T12:47:51.273	2023-08-30T12:47:51.273
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a15648b7249242aa073	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef3a15648b7249242aa073	000271bf80--64ef3a15648b7249242aa06c	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:46:13.175	2023-08-30T12:47:51.273	2023-08-30T12:47:51.273
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	Лошади	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a15648b7249242aa073	000271bf80--64ef36260308d50982a5a73b	000271bf80--64ef3a15648b7249242aa073	000271bf80--64ef3a15648b7249242aa06c	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:46:13.175	2023-08-30T12:47:51.273	2023-08-30T12:47:51.273
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Мод и Дора	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1711fcd81de5cc65e6	000271bf80--64ef36260308d50982a5a73d	000271bf80--64ef3a1711fcd81de5cc65e6	000271bf80--64ef3a1711fcd81de5cc65dd	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:46:15.114	2023-08-30T12:47:14.914	2023-08-30T12:47:14.914
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	в бальном зале	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1711fcd81de5cc65e6	000271bf80--64ef36270308d50982a5a86c	000271bf80--64ef3a1711fcd81de5cc65e6	000271bf80--64ef3a1711fcd81de5cc65dd	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:46:15.114	2023-08-30T12:47:14.914	2023-08-30T12:47:14.914
Исследования посвящены трем видам рыб, которые недавно были найдены в Индийском океане. Они появились два года назад.	Исследования	Они	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1711fcd81de5cc65e6	000271bf80--64ef36132409351a10c5f65a	000271bf80--64ef3a1711fcd81de5cc65e6	000271bf80--64ef3a1711fcd81de5cc65dd	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:46:15.114	2023-08-30T12:47:14.914	2023-08-30T12:47:14.914
Лес оказался таким густым, что Пит не заметил, как они со Стивом заблудились. И всё же он не казался таящим в себе опасности.	Лес	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a174990a07004fe7659	000271bf80--64ef36290308d50982a5a93c	000271bf80--64ef3a174990a07004fe7659	000271bf80--64ef3a174990a07004fe7657	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:46:15.309	2023-08-30T12:46:53.053	2023-08-30T12:46:53.053
Ракету развернуло на сто восемьдесят градусов и ударило о поверхность планеты, с неё поднялась туча пыли, а потом раздался взрыв.	Ракету	с неё	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a174990a07004fe7659	000271bf80--64ef36290308d50982a5a936	000271bf80--64ef3a174990a07004fe7659	000271bf80--64ef3a174990a07004fe7657	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:46:15.309	2023-08-30T12:46:53.053	2023-08-30T12:46:53.053
Исследования посвящены трем видам рыб, которые недавно были найдены в Индийском океане. Они появились два года назад.	Исследования	Они	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a174990a07004fe7659	000271bf80--64ef36132409351a10c5f65a	000271bf80--64ef3a174990a07004fe7659	000271bf80--64ef3a174990a07004fe7657	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:46:15.309	2023-08-30T12:46:53.053	2023-08-30T12:46:53.053
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	в бальном зале	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a176d429a13b4bc0f30	000271bf80--64ef36270308d50982a5a86c	000271bf80--64ef3a176d429a13b4bc0f30	000271bf80--64ef3a176d429a13b4bc0f24	627aa54475e1730e80970f63c7869022	APPROVED	2023-08-30T12:46:15.853	2023-08-30T12:47:23.024	2023-08-30T12:47:23.024
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	Лошади	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a176d429a13b4bc0f30	000271bf80--64ef36260308d50982a5a73b	000271bf80--64ef3a176d429a13b4bc0f30	000271bf80--64ef3a176d429a13b4bc0f24	627aa54475e1730e80970f63c7869022	APPROVED	2023-08-30T12:46:15.853	2023-08-30T12:47:23.024	2023-08-30T12:47:23.024
Пит завидует Мартину, потому что он добился многого.	Мартину	он добился	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a176d429a13b4bc0f30	000271bf80--64ef36132409351a10c5f662	000271bf80--64ef3a176d429a13b4bc0f30	000271bf80--64ef3a176d429a13b4bc0f24	627aa54475e1730e80970f63c7869022	APPROVED	2023-08-30T12:46:15.853	2023-08-30T12:47:23.024	2023-08-30T12:47:23.024
Мадонна уволила свою инструкторшу, потому что ее раздражал ее парень.	Мадонна	ее парень	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a17aaabce428735e5d0	000271bf80--64ef36132409351a10c5f652	000271bf80--64ef3a17aaabce428735e5d0	000271bf80--64ef3a17aaabce428735e5cd	29364caddee599df3a72533d351ad63d	APPROVED	2023-08-30T12:46:15.982	2023-08-30T12:47:55.877	2023-08-30T12:47:55.877
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Мод и Дора	они увидели	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a17aaabce428735e5d0	000271bf80--64ef36260308d50982a5a73d	000271bf80--64ef3a17aaabce428735e5d0	000271bf80--64ef3a17aaabce428735e5cd	29364caddee599df3a72533d351ad63d	APPROVED	2023-08-30T12:46:15.982	2023-08-30T12:47:55.877	2023-08-30T12:47:55.877
У Мюриэль в бальном зале есть знаменитый портрет балерины Терезы Рубио кисти Сесиль д'Арбле. Он очень характерен для позднего периода ее творчества - стремительный, почти грубый, а не реалистичный.	Сесиль д'Арбле	ее творчества	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a17aaabce428735e5d0	000271bf80--64ef36270308d50982a5a87e	000271bf80--64ef3a17aaabce428735e5d0	000271bf80--64ef3a17aaabce428735e5cd	29364caddee599df3a72533d351ad63d	APPROVED	2023-08-30T12:46:15.982	2023-08-30T12:47:55.877	2023-08-30T12:47:55.877
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они убедились, что их поезд прибыл.	поезда	они убедились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1811fcd81de5cc661e	000271bf80--64ef36270308d50982a5a886	000271bf80--64ef3a1811fcd81de5cc661e	000271bf80--64ef3a1811fcd81de5cc6614	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:46:16.443	2023-08-30T12:47:14.804	2023-08-30T12:47:14.804
На прошлой неделе мэр Джексона отказался от своих планов по ограничению роста приложений для каршеринга, пока он изучает влияние приложений по аренде машин на трафик.	каршеринга	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1811fcd81de5cc661e	000271bf80--64ef36260308d50982a5a763	000271bf80--64ef3a1811fcd81de5cc661e	000271bf80--64ef3a1811fcd81de5cc6614	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:46:16.443	2023-08-30T12:47:14.804	2023-08-30T12:47:14.804
Элис отчаянно пыталась не дать своей дочери болтать на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1811fcd81de5cc661e	000271bf80--64ef36132409351a10c5f64e	000271bf80--64ef3a1811fcd81de5cc661e	000271bf80--64ef3a1811fcd81de5cc6614	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:46:16.443	2023-08-30T12:47:14.804	2023-08-30T12:47:14.804
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на пути, как будто он был живым существом.	мистера Блайта	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a188cabf13b41f8af32	000271bf80--64ef36260308d50982a5a809	000271bf80--64ef3a188cabf13b41f8af32	000271bf80--64ef3a188cabf13b41f8af2d	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:46:16.290	2023-08-30T12:47:10.516	2023-08-30T12:47:10.516
Я воткнул булавку в морковку. Когда я вытащил булавку, она оставила дырку.	морковку	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a188cabf13b41f8af32	000271bf80--64ef36132409351a10c5f671	000271bf80--64ef3a188cabf13b41f8af32	000271bf80--64ef3a188cabf13b41f8af2d	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:46:16.290	2023-08-30T12:47:10.516	2023-08-30T12:47:10.516
Ракету развернуло на сто восемьдесят градусов и ударило о поверхность планеты, с неё поднялась туча пыли, а потом раздался взрыв.	Ракету	с неё	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a188cabf13b41f8af32	000271bf80--64ef36290308d50982a5a936	000271bf80--64ef3a188cabf13b41f8af32	000271bf80--64ef3a188cabf13b41f8af2d	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:46:16.290	2023-08-30T12:47:10.516	2023-08-30T12:47:10.516
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	клубы	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a18fd2be161870f83db	000271bf80--64ef36260308d50982a5a734	000271bf80--64ef3a18fd2be161870f83db	000271bf80--64ef3a18fd2be161870f83d3	15390eb1058b21da23b96bc7ed857c33	APPROVED	2023-08-30T12:46:16.331	2023-08-30T12:47:08.190	2023-08-30T12:47:08.190
Перевернувшись на верхней койке, Татьяна смогла перегнуться через ее край и лучше рассмотреть свою мать. Какая маленькая, выпрямившаяся и застывшая та лежала на койке внизу! Ее глаза были закрыты, но Татьяна сомневалась, что она спит.	Татьяна	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a18fd2be161870f83db	000271bf80--64ef36260308d50982a5a7b0	000271bf80--64ef3a18fd2be161870f83db	000271bf80--64ef3a18fd2be161870f83d3	15390eb1058b21da23b96bc7ed857c33	APPROVED	2023-08-30T12:46:16.331	2023-08-30T12:47:08.190	2023-08-30T12:47:08.190
Анна родила девочку в прошлом месяце. Она – очаровательный ребенок.	Анна	Она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a18fd2be161870f83db	000271bf80--64ef36132409351a10c5f664	000271bf80--64ef3a18fd2be161870f83db	000271bf80--64ef3a18fd2be161870f83d3	15390eb1058b21da23b96bc7ed857c33	APPROVED	2023-08-30T12:46:16.331	2023-08-30T12:47:08.190	2023-08-30T12:47:08.190
Смотри! Рыбка плывет прямо под уткой! Ей бы лучше уплыть в безопасное место!	уткой	Ей	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1911fcd81de5cc665d	000271bf80--64ef36132409351a10c5f660	000271bf80--64ef3a1911fcd81de5cc665d	000271bf80--64ef3a1911fcd81de5cc6656	2a109bc35c1038c1f3256ab5b436b50a	APPROVED	2023-08-30T12:46:17.183	2023-08-30T12:46:58.441	2023-08-30T12:46:58.441
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они убедились, что их поезд прибыл.	поезда	они убедились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1911fcd81de5cc665d	000271bf80--64ef36270308d50982a5a886	000271bf80--64ef3a1911fcd81de5cc665d	000271bf80--64ef3a1911fcd81de5cc6656	2a109bc35c1038c1f3256ab5b436b50a	APPROVED	2023-08-30T12:46:17.183	2023-08-30T12:46:58.441	2023-08-30T12:46:58.441
Перевернувшись на верхней койке, Татьяна смогла перегнуться через ее край и лучше рассмотреть свою мать. Какая маленькая, выпрямившаяся и застывшая та лежала на койке внизу! Ее глаза были закрыты, но Татьяна сомневалась, что она спит.	Татьяна	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1911fcd81de5cc665d	000271bf80--64ef36260308d50982a5a7b0	000271bf80--64ef3a1911fcd81de5cc665d	000271bf80--64ef3a1911fcd81de5cc6656	2a109bc35c1038c1f3256ab5b436b50a	APPROVED	2023-08-30T12:46:17.183	2023-08-30T12:46:58.441	2023-08-30T12:46:58.441
Лестница вела наверх и врывалась в светлую комнату, располагавшуюся в башенке. Она была пристроена к самой крыше шутливым архитектором и смотрелась снаружи анахронизмом, но он добавлял очарования всему зданию.	анахронизмом	он	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a19cb2d9f2c8af68031	000271bf80--64ef36270308d50982a5a89e	000271bf80--64ef3a19cb2d9f2c8af68031	000271bf80--64ef3a18cb2d9f2c8af68007	6c7e83e6de8d6d6c63037f6ff1c63e87	APPROVED	2023-08-30T12:46:17.004	2023-08-30T12:48:45.257	2023-08-30T12:48:45.257
Мэри впустила Салли в дом, потому что она пожалела её накануне, стоило пожалеть и теперь.	Салли	её	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a19cb2d9f2c8af68031	000271bf80--64ef36280308d50982a5a8de	000271bf80--64ef3a19cb2d9f2c8af68031	000271bf80--64ef3a18cb2d9f2c8af68007	6c7e83e6de8d6d6c63037f6ff1c63e87	APPROVED	2023-08-30T12:46:17.004	2023-08-30T12:48:45.257	2023-08-30T12:48:45.257
Женя постучала в дверь Даше, но никто не отозвался. Она расстроилась.	Женя	Она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a19cb2d9f2c8af68031	000271bf80--64ef36132409351a10c5f65c	000271bf80--64ef3a19cb2d9f2c8af68031	000271bf80--64ef3a18cb2d9f2c8af68007	6c7e83e6de8d6d6c63037f6ff1c63e87	APPROVED	2023-08-30T12:46:17.004	2023-08-30T12:48:45.257	2023-08-30T12:48:45.257
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	Лошади	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1b894bcc257296c665	000271bf80--64ef36260308d50982a5a73b	000271bf80--64ef3a1b894bcc257296c665	000271bf80--64ef3a1b894bcc257296c662	dd6710e79fed42207949cf0a6c7c20e9	APPROVED	2023-08-30T12:46:19.167	2023-08-30T12:47:49.837	2023-08-30T12:47:49.837
Мэри впустила Салли в дом, потому что она пожалела её накануне, стоило пожалеть и теперь.	Салли	её	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1b894bcc257296c665	000271bf80--64ef36280308d50982a5a8de	000271bf80--64ef3a1b894bcc257296c665	000271bf80--64ef3a1b894bcc257296c662	dd6710e79fed42207949cf0a6c7c20e9	APPROVED	2023-08-30T12:46:19.167	2023-08-30T12:47:49.837	2023-08-30T12:47:49.837
Я использовал ветошь, чтобы протереть пилу. Потом я ее положил на верстак.	пилу	ее	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1b894bcc257296c665	000271bf80--64ef36132409351a10c5f656	000271bf80--64ef3a1b894bcc257296c665	000271bf80--64ef3a1b894bcc257296c662	dd6710e79fed42207949cf0a6c7c20e9	APPROVED	2023-08-30T12:46:19.167	2023-08-30T12:47:49.837	2023-08-30T12:47:49.837
Пит завидует Мартину, потому что он добился многого.	Мартину	он добился	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1c2b730f4b1a5dff56	000271bf80--64ef36132409351a10c5f662	000271bf80--64ef3a1c2b730f4b1a5dff56	000271bf80--64ef3a1b2b730f4b1a5dff4d	971bbeb8e67a25c13c2eabeb05570ee7	APPROVED	2023-08-30T12:46:20.086	2023-08-30T12:47:36.979	2023-08-30T12:47:36.979
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	Лошади	они появились	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1c2b730f4b1a5dff56	000271bf80--64ef36260308d50982a5a73b	000271bf80--64ef3a1c2b730f4b1a5dff56	000271bf80--64ef3a1b2b730f4b1a5dff4d	971bbeb8e67a25c13c2eabeb05570ee7	APPROVED	2023-08-30T12:46:20.086	2023-08-30T12:47:36.979	2023-08-30T12:47:36.979
Мод снова задалась вопросом, почему дома ее навестил именно Бернард, который был настолько старше нее. Ведь в том, что здесь она в безопасности, мог убедиться мистер Домби или любой другой друг папы. А еще она подумала, что у него приятный смех.	мистер Домби	у него	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a1c2b730f4b1a5dff56	000271bf80--64ef36260308d50982a5a776	000271bf80--64ef3a1c2b730f4b1a5dff56	000271bf80--64ef3a1b2b730f4b1a5dff4d	971bbeb8e67a25c13c2eabeb05570ee7	APPROVED	2023-08-30T12:46:20.086	2023-08-30T12:47:36.979	2023-08-30T12:47:36.979
