INPUT:idx	INPUT:neutral_comment	INPUT:training_counter	OUTPUT:fluent	GOLDEN:fluent	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
446	Что ты к нему пристал?	2306	no				https://platform.toloka.ai/task/41793535/00027db7ff--6530a2d9b7a33265d82e7a9d	00027db7ff--652c796a5dae053080c94065	00027db7ff--6530a2d9b7a33265d82e7a9d	00027db7ff--6530a2d9b7a33265d82e7a95	5ae80258419464172c738de128af2182	APPROVED	2023-10-19T03:30:33.305	2023-10-19T03:31:03.931	2023-10-19T03:31:03.931	0.0300000000
23	вспоминается на ум одна фраза(сказочный,зачем его только из больницы выписали)так и здесь,очевидное невероятное	352	no	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530c5cfb934dc383c662668	00027db7ff--652c78f64f14b96d9b218cc6	00027db7ff--6530c5cfb934dc383c662668	00027db7ff--6530c5cfb934dc383c662664	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T05:59:43.299	2023-10-19T06:00:27.212	2023-10-19T06:00:27.212	0.0320000000
737	Сколько странных людей живет в стране...	2758	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c5cfb934dc383c662668	00027db7ff--652c796c5dae053080c942b3	00027db7ff--6530c5cfb934dc383c662668	00027db7ff--6530c5cfb934dc383c662664	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T05:59:43.299	2023-10-19T06:00:27.212	2023-10-19T06:00:27.212	0.0320000000
582	как поймают , наказать !	332	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c5cfb934dc383c662668	00027db7ff--652c796b5dae053080c94176	00027db7ff--6530c5cfb934dc383c662668	00027db7ff--6530c5cfb934dc383c662664	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T05:59:43.299	2023-10-19T06:00:27.212	2023-10-19T06:00:27.212	0.0320000000
9	путину надо учиться у лукашенко многому!!! но он трус! в хабаровске идут протесты а он сидит и дрожжит	259	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530c5fc281c5745dcc394cd	00027db7ff--652c78f64f14b96d9b218caa	00027db7ff--6530c5fc281c5745dcc394cd	00027db7ff--6530c5fc281c5745dcc394cb	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:00:28.956	2023-10-19T06:00:53.091	2023-10-19T06:00:53.091	0.0300000000
665	мирные митинги  либералов,  и прочих. мы их защищать не будем.	319	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c5fc281c5745dcc394cd	00027db7ff--652c796b5dae053080c94222	00027db7ff--6530c5fc281c5745dcc394cd	00027db7ff--6530c5fc281c5745dcc394cb	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:00:28.956	2023-10-19T06:00:53.091	2023-10-19T06:00:53.091	0.0300000000
329	У таких людей совершенно по другому выражен статус	97	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c5fc281c5745dcc394cd	00027db7ff--652c796a5dae053080c93f7a	00027db7ff--6530c5fc281c5745dcc394cd	00027db7ff--6530c5fc281c5745dcc394cb	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:00:28.956	2023-10-19T06:00:53.091	2023-10-19T06:00:53.091	0.0300000000
12	если бы не мараторий, то стрелять таких уродов..	474	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530c616b7a33265d838a7d3	00027db7ff--652c78f64f14b96d9b218cb0	00027db7ff--6530c616b7a33265d838a7d3	00027db7ff--6530c616b7a33265d838a7ce	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:00:54.812	2023-10-19T06:01:16.865	2023-10-19T06:01:16.865	0.0300000000
538	Девки молодцы! Этот снимает ещё и комментирует. Я в шоке	1476	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c616b7a33265d838a7d3	00027db7ff--652c796b5dae053080c9411e	00027db7ff--6530c616b7a33265d838a7d3	00027db7ff--6530c616b7a33265d838a7ce	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:00:54.812	2023-10-19T06:01:16.865	2023-10-19T06:01:16.865	0.0300000000
112	Не я на его месте. Она удивилась бы вместе с собакой	1757	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c616b7a33265d838a7d3	00027db7ff--652c79685dae053080c93dc6	00027db7ff--6530c616b7a33265d838a7d3	00027db7ff--6530c616b7a33265d838a7ce	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:00:54.812	2023-10-19T06:01:16.865	2023-10-19T06:01:16.865	0.0300000000
59	Да-а-а, с такими боевыми людьми Ебжен с революцией точно окальсонится.	303	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530c62e51f0de5a11acfe8f	00027db7ff--652c78f64f14b96d9b218d1f	00027db7ff--6530c62e51f0de5a11acfe8f	00027db7ff--6530c62e51f0de5a11acfe89	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:01:18.767	2023-10-19T06:01:59.680	2023-10-19T06:01:59.680	0.0300000000
154	Я боюсь кашлянуть, чтобы камнями не закидали.	13	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c62e51f0de5a11acfe8f	00027db7ff--652c79695dae053080c93e1a	00027db7ff--6530c62e51f0de5a11acfe8f	00027db7ff--6530c62e51f0de5a11acfe89	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:01:18.767	2023-10-19T06:01:59.680	2023-10-19T06:01:59.680	0.0300000000
170	питер хватит нам здесь писать комментарии . слышите звон не знаете где он .	1800	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c62e51f0de5a11acfe8f	00027db7ff--652c79695dae053080c93e3a	00027db7ff--6530c62e51f0de5a11acfe8f	00027db7ff--6530c62e51f0de5a11acfe89	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:01:18.767	2023-10-19T06:01:59.680	2023-10-19T06:01:59.680	0.0300000000
55	на кол,на кол всех посадить:-d﻿	239	no	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530c6591d79de7c063ee52a	00027db7ff--652c78f64f14b96d9b218d10	00027db7ff--6530c6591d79de7c063ee52a	00027db7ff--6530c6591d79de7c063ee51c	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:02:01.393	2023-10-19T06:02:11.659	2023-10-19T06:02:11.659	0.0300000000
511	иди броди	2903	no				https://platform.toloka.ai/task/41793535/00027db7ff--6530c6591d79de7c063ee52a	00027db7ff--652c796b5dae053080c940e8	00027db7ff--6530c6591d79de7c063ee52a	00027db7ff--6530c6591d79de7c063ee51c	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:02:01.393	2023-10-19T06:02:11.659	2023-10-19T06:02:11.659	0.0300000000
268	сдурели? путин вам устроит	506	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c6591d79de7c063ee52a	00027db7ff--652c79695dae053080c93eff	00027db7ff--6530c6591d79de7c063ee52a	00027db7ff--6530c6591d79de7c063ee51c	53661add1c07b4b883bbce1480b18225	APPROVED	2023-10-19T06:02:01.393	2023-10-19T06:02:11.659	2023-10-19T06:02:11.659	0.0300000000
582	как поймают , наказать !	332	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530c806281c5745dcc4216f	00027db7ff--652c796b5dae053080c94176	00027db7ff--6530c806281c5745dcc4216f	00027db7ff--6530c806281c5745dcc42167	8135d3704a94fa35bda721c4da260890	APPROVED	2023-10-19T06:09:10.946	2023-10-19T06:09:43.773	2023-10-19T06:09:43.773	0.0300000000
15	Каким же надо быть человеком чтобы поверить ему за фото	422	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530c806281c5745dcc4216f	00027db7ff--652c78f64f14b96d9b218cb6	00027db7ff--6530c806281c5745dcc4216f	00027db7ff--6530c806281c5745dcc42167	8135d3704a94fa35bda721c4da260890	APPROVED	2023-10-19T06:09:10.946	2023-10-19T06:09:43.773	2023-10-19T06:09:43.773	0.0300000000
170	питер хватит нам здесь писать комментарии . слышите звон не знаете где он .	1800	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6530c806281c5745dcc4216f	00027db7ff--652c79695dae053080c93e3a	00027db7ff--6530c806281c5745dcc4216f	00027db7ff--6530c806281c5745dcc42167	8135d3704a94fa35bda721c4da260890	APPROVED	2023-10-19T06:09:10.946	2023-10-19T06:09:43.773	2023-10-19T06:09:43.773	0.0300000000
538	Девки молодцы! Этот снимает ещё и комментирует. Я в шоке	1476	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d0c350d928655c816b91	00027db7ff--652c796b5dae053080c9411e	00027db7ff--6530d0c350d928655c816b91	00027db7ff--6530d0c350d928655c816b8f	0383c06a4c6613282c5037594c22bf04	APPROVED	2023-10-19T06:46:27.990	2023-10-19T06:47:47.994	2023-10-19T06:47:47.994	0.0300000000
22	зато про ефремова алкаша все каналы заебали хвалить	49	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530d0c350d928655c816b91	00027db7ff--652c78f64f14b96d9b218cc4	00027db7ff--6530d0c350d928655c816b91	00027db7ff--6530d0c350d928655c816b8f	0383c06a4c6613282c5037594c22bf04	APPROVED	2023-10-19T06:46:27.990	2023-10-19T06:47:47.994	2023-10-19T06:47:47.994	0.0300000000
665	мирные митинги  либералов,  и прочих. мы их защищать не будем.	319	no				https://platform.toloka.ai/task/41793535/00027db7ff--6530d0c350d928655c816b91	00027db7ff--652c796b5dae053080c94222	00027db7ff--6530d0c350d928655c816b91	00027db7ff--6530d0c350d928655c816b8f	0383c06a4c6613282c5037594c22bf04	APPROVED	2023-10-19T06:46:27.990	2023-10-19T06:47:47.994	2023-10-19T06:47:47.994	0.0300000000
757	какой лайк они воевали не для этих лайков что бы вы пользовались для лайков	2641	no				https://platform.toloka.ai/task/41793535/00027db7ff--6530d46251f0de5a11b0d071	00027db7ff--652c796c5dae053080c942db	00027db7ff--6530d46251f0de5a11b0d071	00027db7ff--6530d46251f0de5a11b0d067	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:01:54.805	2023-10-19T07:03:27.764	2023-10-19T07:03:27.764	0.0300000000
201	Какая-то чушь, люди совсем что ли не понимают	1700	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d46251f0de5a11b0d071	00027db7ff--652c79695dae053080c93e79	00027db7ff--6530d46251f0de5a11b0d071	00027db7ff--6530d46251f0de5a11b0d067	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:01:54.805	2023-10-19T07:03:27.764	2023-10-19T07:03:27.764	0.0300000000
71	и доебывал ее до тех пор пока она сука не взвыла, методов много..	11	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530d46251f0de5a11b0d071	00027db7ff--652c78f64f14b96d9b218d41	00027db7ff--6530d46251f0de5a11b0d071	00027db7ff--6530d46251f0de5a11b0d067	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:01:54.805	2023-10-19T07:03:27.764	2023-10-19T07:03:27.764	0.0300000000
67	Дебил Коноплеводство зарубил Хрущ как и многие хорошие вещи	53	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530d4c190b596667cc37ebb	00027db7ff--652c78f64f14b96d9b218d39	00027db7ff--6530d4c190b596667cc37ebb	00027db7ff--6530d4c190b596667cc37eb5	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:03:29.287	2023-10-19T07:03:47.205	2023-10-19T07:03:47.205	0.0300000000
737	Сколько странных людей живет в стране...	2758	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d4c190b596667cc37ebb	00027db7ff--652c796c5dae053080c942b3	00027db7ff--6530d4c190b596667cc37ebb	00027db7ff--6530d4c190b596667cc37eb5	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:03:29.287	2023-10-19T07:03:47.205	2023-10-19T07:03:47.205	0.0300000000
170	питер хватит нам здесь писать комментарии . слышите звон не знаете где он .	1800	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d4c190b596667cc37ebb	00027db7ff--652c79695dae053080c93e3a	00027db7ff--6530d4c190b596667cc37ebb	00027db7ff--6530d4c190b596667cc37eb5	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:03:29.287	2023-10-19T07:03:47.205	2023-10-19T07:03:47.205	0.0300000000
48	На жида Агутина он похож, ну или на кого-то подобного. Шлеперский нос не скрыть от глаз прозорливых двачеров!	404	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530d4d450d928655c827eb4	00027db7ff--652c78f64f14b96d9b218cf8	00027db7ff--6530d4d450d928655c827eb4	00027db7ff--6530d4d450d928655c827eab	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:03:48.860	2023-10-19T07:04:06.782	2023-10-19T07:04:06.782	0.0300000000
154	Я боюсь кашлянуть, чтобы камнями не закидали.	13	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d4d450d928655c827eb4	00027db7ff--652c79695dae053080c93e1a	00027db7ff--6530d4d450d928655c827eb4	00027db7ff--6530d4d450d928655c827eab	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:03:48.860	2023-10-19T07:04:06.782	2023-10-19T07:04:06.782	0.0300000000
121	что ты обманываешь лена молодёш получали квартиры никаких 3 е детей никакой к старосте	2136	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6530d4d450d928655c827eb4	00027db7ff--652c79685dae053080c93dd8	00027db7ff--6530d4d450d928655c827eb4	00027db7ff--6530d4d450d928655c827eab	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:03:48.860	2023-10-19T07:04:06.782	2023-10-19T07:04:06.782	0.0300000000
329	У таких людей совершенно по другому выражен статус	97	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6530d4e9b934dc383c6a702d	00027db7ff--652c796a5dae053080c93f7a	00027db7ff--6530d4e9b934dc383c6a702d	00027db7ff--6530d4e8b934dc383c6a700e	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:04:09.045	2023-10-19T07:05:03.940	2023-10-19T07:05:03.940	0.0300000000
71	и их пускают в турцию	2106	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d4e9b934dc383c6a702d	00027db7ff--652c79685dae053080c93d73	00027db7ff--6530d4e9b934dc383c6a702d	00027db7ff--6530d4e8b934dc383c6a700e	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:04:09.045	2023-10-19T07:05:03.940	2023-10-19T07:05:03.940	0.0300000000
59	Да-а-а, с такими боевыми людьми Ебжен с революцией точно окальсонится.	303	no	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530d4e9b934dc383c6a702d	00027db7ff--652c78f64f14b96d9b218d1f	00027db7ff--6530d4e9b934dc383c6a702d	00027db7ff--6530d4e8b934dc383c6a700e	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:04:09.045	2023-10-19T07:05:03.940	2023-10-19T07:05:03.940	0.0300000000
422	Спят. И зарплата заоблачная. У меня слов нет. Хорошо устроились зачем о людях думать.	1771	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d521b7a33265d83c62cc	00027db7ff--652c796a5dae053080c94035	00027db7ff--6530d521b7a33265d83c62cc	00027db7ff--6530d521b7a33265d83c62bb	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:05.722	2023-10-19T07:05:14.427	2023-10-19T07:05:14.427	0.0300000000
53	Как будто вид делают что ни чего не происходит	184	partly	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530d521b7a33265d83c62cc	00027db7ff--652c78f64f14b96d9b218d09	00027db7ff--6530d521b7a33265d83c62cc	00027db7ff--6530d521b7a33265d83c62bb	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:05.722	2023-10-19T07:05:14.427	2023-10-19T07:05:14.427	0.0300000000
700	это святые птицы.нашел в кого стрелять.	2305	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d521b7a33265d83c62cc	00027db7ff--652c796c5dae053080c94269	00027db7ff--6530d521b7a33265d83c62cc	00027db7ff--6530d521b7a33265d83c62bb	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:05.722	2023-10-19T07:05:14.427	2023-10-19T07:05:14.427	0.0300000000
9	путину надо учиться у лукашенко многому!!! но он трус! в хабаровске идут протесты а он сидит и дрожжит	259	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530d52fb7a33265d83c66b4	00027db7ff--652c78f64f14b96d9b218caa	00027db7ff--6530d52fb7a33265d83c66b4	00027db7ff--6530d52fb7a33265d83c66b2	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:19.352	2023-10-19T07:05:33.710	2023-10-19T07:05:33.710	0.0300000000
518	Зачем вообще эта дума нужна	158	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d52fb7a33265d83c66b4	00027db7ff--652c796b5dae053080c940f6	00027db7ff--6530d52fb7a33265d83c66b4	00027db7ff--6530d52fb7a33265d83c66b2	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:19.352	2023-10-19T07:05:33.710	2023-10-19T07:05:33.710	0.0300000000
45	Значит ты такой же как штукатур твой	664	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d52fb7a33265d83c66b4	00027db7ff--652c79685dae053080c93d3f	00027db7ff--6530d52fb7a33265d83c66b4	00027db7ff--6530d52fb7a33265d83c66b2	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:19.352	2023-10-19T07:05:33.710	2023-10-19T07:05:33.710	0.0300000000
1	пиздёжжжжжжжжжжжжжжж - нас большинство и мы за поправки и путина а ты пидорас	412	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530d53f281c5745dcc809d6	00027db7ff--652c78f64f14b96d9b218c9a	00027db7ff--6530d53f281c5745dcc809d6	00027db7ff--6530d53f281c5745dcc809cf	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:35.203	2023-10-19T07:05:43.538	2023-10-19T07:05:43.538	0.0300000000
271	И к чему это? Админ провокатор	1596	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d53f281c5745dcc809d6	00027db7ff--652c79695dae053080c93f05	00027db7ff--6530d53f281c5745dcc809d6	00027db7ff--6530d53f281c5745dcc809cf	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:35.203	2023-10-19T07:05:43.538	2023-10-19T07:05:43.538	0.0300000000
511	иди броди	2903	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530d53f281c5745dcc809d6	00027db7ff--652c796b5dae053080c940e8	00027db7ff--6530d53f281c5745dcc809d6	00027db7ff--6530d53f281c5745dcc809cf	2a4b3aca9e8609c3c4b9aeb5ad3e45ba	APPROVED	2023-10-19T07:05:35.203	2023-10-19T07:05:43.538	2023-10-19T07:05:43.538	0.0300000000
329	У таких людей совершенно по другому выражен статус	97	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530dfe4b28c1e25e8b7e78e	00027db7ff--652c796a5dae053080c93f7a	00027db7ff--6530dfe4b28c1e25e8b7e78e	00027db7ff--6530dfe4b28c1e25e8b7e78a	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:00.548	2023-10-19T07:51:23.477	2023-10-19T07:51:23.477	0.0300000000
170	питер хватит нам здесь писать комментарии . слышите звон не знаете где он .	1800	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530dfe4b28c1e25e8b7e78e	00027db7ff--652c79695dae053080c93e3a	00027db7ff--6530dfe4b28c1e25e8b7e78e	00027db7ff--6530dfe4b28c1e25e8b7e78a	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:00.548	2023-10-19T07:51:23.477	2023-10-19T07:51:23.477	0.0300000000
71	и доебывал ее до тех пор пока она сука не взвыла, методов много..	11	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530dfe4b28c1e25e8b7e78e	00027db7ff--652c78f64f14b96d9b218d41	00027db7ff--6530dfe4b28c1e25e8b7e78e	00027db7ff--6530dfe4b28c1e25e8b7e78a	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:00.548	2023-10-19T07:51:23.477	2023-10-19T07:51:23.477	0.0300000000
14	Хватит мыслить шаблонами и приписывать левакам свои фантазии в стиле ыыыы атнять и паделить	182	partly	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530dffd51f0de5a11b3ce40	00027db7ff--652c78f64f14b96d9b218cb4	00027db7ff--6530dffd51f0de5a11b3ce40	00027db7ff--6530dffd51f0de5a11b3ce3d	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:25.159	2023-10-19T07:51:36.957	2023-10-19T07:51:36.957	0.0300000000
71	и их пускают в турцию	2106	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530dffd51f0de5a11b3ce40	00027db7ff--652c79685dae053080c93d73	00027db7ff--6530dffd51f0de5a11b3ce40	00027db7ff--6530dffd51f0de5a11b3ce3d	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:25.159	2023-10-19T07:51:36.957	2023-10-19T07:51:36.957	0.0300000000
511	иди броди	2903	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530dffd51f0de5a11b3ce40	00027db7ff--652c796b5dae053080c940e8	00027db7ff--6530dffd51f0de5a11b3ce40	00027db7ff--6530dffd51f0de5a11b3ce3d	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:25.159	2023-10-19T07:51:36.957	2023-10-19T07:51:36.957	0.0300000000
69	Тебя не волнует где я учусь и нечего оскорблять меня, ты ничем не лучше меня	306	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530e00a90b596667cc64219	00027db7ff--652c78f64f14b96d9b218d3d	00027db7ff--6530e00a90b596667cc64219	00027db7ff--6530e00a90b596667cc64217	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:38.432	2023-10-19T07:51:48.474	2023-10-19T07:51:48.474	0.0300000000
330	Первый раз слышу, чтобы людей так обзывали	1896	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e00a90b596667cc64219	00027db7ff--652c796a5dae053080c93f7c	00027db7ff--6530e00a90b596667cc64219	00027db7ff--6530e00a90b596667cc64217	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:38.432	2023-10-19T07:51:48.474	2023-10-19T07:51:48.474	0.0300000000
700	это святые птицы.нашел в кого стрелять.	2305	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e00a90b596667cc64219	00027db7ff--652c796c5dae053080c94269	00027db7ff--6530e00a90b596667cc64219	00027db7ff--6530e00a90b596667cc64217	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:38.432	2023-10-19T07:51:48.474	2023-10-19T07:51:48.474	0.0300000000
538	Девки молодцы! Этот снимает ещё и комментирует. Я в шоке	1476	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e015b28c1e25e8b7f33f	00027db7ff--652c796b5dae053080c9411e	00027db7ff--6530e015b28c1e25e8b7f33f	00027db7ff--6530e015b28c1e25e8b7f33b	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:49.943	2023-10-19T07:52:10.460	2023-10-19T07:52:10.460	0.0320000000
68	​пидарасы- мрази а не вдв--настоящие защитили бы	387	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530e015b28c1e25e8b7f33f	00027db7ff--652c78f64f14b96d9b218d3b	00027db7ff--6530e015b28c1e25e8b7f33f	00027db7ff--6530e015b28c1e25e8b7f33b	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:49.943	2023-10-19T07:52:10.460	2023-10-19T07:52:10.460	0.0320000000
757	какой лайк они воевали не для этих лайков что бы вы пользовались для лайков	2641	partly				https://platform.toloka.ai/task/41793535/00027db7ff--6530e015b28c1e25e8b7f33f	00027db7ff--652c796c5dae053080c942db	00027db7ff--6530e015b28c1e25e8b7f33f	00027db7ff--6530e015b28c1e25e8b7f33b	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:51:49.943	2023-10-19T07:52:10.460	2023-10-19T07:52:10.460	0.0320000000
4	https://ok.ru/profile/579040782312 этот гнойный пидар провокатор!!!!!	97	fluent	partly			https://platform.toloka.ai/task/41793535/00027db7ff--6530e02cf250a41e8d099b23	00027db7ff--652c78f64f14b96d9b218ca0	00027db7ff--6530e02cf250a41e8d099b23	00027db7ff--6530e02cf250a41e8d099b21	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:52:12.264	2023-10-19T07:52:24.832	2023-10-19T07:52:24.832	0.0320000000
271	И к чему это? Админ провокатор	1596	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e02cf250a41e8d099b23	00027db7ff--652c79695dae053080c93f05	00027db7ff--6530e02cf250a41e8d099b23	00027db7ff--6530e02cf250a41e8d099b21	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:52:12.264	2023-10-19T07:52:24.832	2023-10-19T07:52:24.832	0.0320000000
605	Их самих надо наказать  чтобы не повадно было	2881	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e02cf250a41e8d099b23	00027db7ff--652c796b5dae053080c941aa	00027db7ff--6530e02cf250a41e8d099b23	00027db7ff--6530e02cf250a41e8d099b21	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:52:12.264	2023-10-19T07:52:24.832	2023-10-19T07:52:24.832	0.0320000000
268	сдурели? путин вам устроит	506	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e03a90b596667cc64b9a	00027db7ff--652c79695dae053080c93eff	00027db7ff--6530e03a90b596667cc64b9a	00027db7ff--6530e03a90b596667cc64b96	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:52:26.663	2023-10-19T07:52:37.424	2023-10-19T07:52:37.424	0.0300000000
45	Значит ты такой же как штукатур твой	664	fluent				https://platform.toloka.ai/task/41793535/00027db7ff--6530e03a90b596667cc64b9a	00027db7ff--652c79685dae053080c93d3f	00027db7ff--6530e03a90b596667cc64b9a	00027db7ff--6530e03a90b596667cc64b96	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:52:26.663	2023-10-19T07:52:37.424	2023-10-19T07:52:37.424	0.0300000000
48	На жида Агутина он похож, ну или на кого-то подобного. Шлеперский нос не скрыть от глаз прозорливых двачеров!	404	fluent	fluent			https://platform.toloka.ai/task/41793535/00027db7ff--6530e03a90b596667cc64b9a	00027db7ff--652c78f64f14b96d9b218cf8	00027db7ff--6530e03a90b596667cc64b9a	00027db7ff--6530e03a90b596667cc64b96	bfc3657b3ce771368de1f5538a489052	APPROVED	2023-10-19T07:52:26.663	2023-10-19T07:52:37.424	2023-10-19T07:52:37.424	0.0300000000
