INPUT:premise	INPUT:hypothesis	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
Первые Сказочные Игры, которые соберут волшебных героев из разных стран, рассчитывает принять Кировская область в мае следующего года.	Кировская область уже принимала Сказочные Игры.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dbcdd16b8cb68b8211ef2	00028673b2--65661c942eae777d413ced5b	00028673b2--656dbcdd16b8cb68b8211ef2	00028673b2--656dbcdd16b8cb68b8211ef0	b2a2b9f16d2710432edb935e3b3e440b	APPROVED	2023-12-04T11:49:49.735	2023-12-04T11:53:44.415	2023-12-04T11:53:44.415	0.0300000000
Мы не можем никак договориться по безвизовому режиму. Это просто смешно на самом деле. Я даже не понимаю, чем наши коллеги руководствуются, зачем?	Наши коллеги чем-то руководствуются.	2	3			https://platform.toloka.ai/task/42365874/00028673b2--656dbcdd16b8cb68b8211ef2	00028673b2--65661c84a837516761fe51c7	00028673b2--656dbcdd16b8cb68b8211ef2	00028673b2--656dbcdd16b8cb68b8211ef0	b2a2b9f16d2710432edb935e3b3e440b	APPROVED	2023-12-04T11:49:49.735	2023-12-04T11:53:44.415	2023-12-04T11:53:44.415	0.0300000000
Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.	Моя позиция маргинальная и странная.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dbdcade57091f56f33068	00028673b2--65661c942eae777d413ced6a	00028673b2--656dbdcade57091f56f33068	00028673b2--656dbdc9de57091f56f3305f	b2a2b9f16d2710432edb935e3b3e440b	APPROVED	2023-12-04T11:53:46.024	2023-12-04T12:01:05.379	2023-12-04T12:01:05.379	0.0300000000
"По оценкам организаторов, на Пушкинской площади уже собралось порядка пяти тысяч человек. ""Сейчас здесь уже находится пять тысяч человек или даже больше. К нам только из регионов приехали три тысячи человек"", - сказал один из организаторов митинга."	Только из регионов приехали пять тысяч человек.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dbdcade57091f56f33068	00028673b2--65661c992eae777d413cf0e9	00028673b2--656dbdcade57091f56f33068	00028673b2--656dbdc9de57091f56f3305f	b2a2b9f16d2710432edb935e3b3e440b	APPROVED	2023-12-04T11:53:46.024	2023-12-04T12:01:05.379	2023-12-04T12:01:05.379	0.0300000000
Я добиваюсь того, чтобы мои голоса не крали. Я добиваюсь того, чтобы люди поняли, что их много, и они вместе.	Людей много, и они вместе.	2	1			https://platform.toloka.ai/task/42365874/00028673b2--656dbdcade57091f56f33068	00028673b2--65661c85a837516761fe51f1	00028673b2--656dbdcade57091f56f33068	00028673b2--656dbdc9de57091f56f3305f	b2a2b9f16d2710432edb935e3b3e440b	APPROVED	2023-12-04T11:53:46.024	2023-12-04T12:01:05.379	2023-12-04T12:01:05.379	0.0300000000
После этого отпустили. Тут-то все и началось. Шофер решил не мириться с этим и исправить свою судьбу.	Шофер не смирился с этим и исправил свою судьбу.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--656dbe36ab84697810f02638	00028673b2--65661c84a837516761fe51db	00028673b2--656dbe36ab84697810f02638	00028673b2--656dbe36ab84697810f0262f	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:55:34.789	2023-12-04T11:56:07.556	2023-12-04T11:56:07.556	0.0300000000
Узнав о возбуждении уголовного дела, две подозреваемые медсестры скрылись от следственных органов.	Уголовное дело закрыли после исчезновения медсестер.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dbe36ab84697810f02638	00028673b2--65661c962eae777d413cee64	00028673b2--656dbe36ab84697810f02638	00028673b2--656dbe36ab84697810f0262f	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:55:34.789	2023-12-04T11:56:07.556	2023-12-04T11:56:07.556	0.0300000000
В нашем городе он представит новый альбом «Маяк».	Его новый альбом называется «Маяк».	1				https://platform.toloka.ai/task/42365874/00028673b2--656dbe36ab84697810f02638	00028673b2--65661c982eae777d413cefd8	00028673b2--656dbe36ab84697810f02638	00028673b2--656dbe36ab84697810f0262f	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:55:34.789	2023-12-04T11:56:07.556	2023-12-04T11:56:07.556	0.0300000000
Он покачал головой: — Я думаю, теперь мне это может пригодиться. Сейчас очень трудное время. Сначала я не понимал, но теперь меня уже не обманешь.	Теперь мне это может пригодиться.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dbe59e89d51723324b8b7	00028673b2--65661c942eae777d413ced43	00028673b2--656dbe59e89d51723324b8b7	00028673b2--656dbe59e89d51723324b8a5	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:56:09.241	2023-12-04T11:56:24.613	2023-12-04T11:56:24.613	0.0300000000
Отвечай, — строго сказал он.— Только не врать, что сегодня! — Да, в прошлом году, — растерянно ответила девица.	Это было сегодня.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dbe59e89d51723324b8b7	00028673b2--65661c992eae777d413cf0a0	00028673b2--656dbe59e89d51723324b8b7	00028673b2--656dbe59e89d51723324b8a5	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:56:09.241	2023-12-04T11:56:24.613	2023-12-04T11:56:24.613	0.0300000000
Говорил ведь, жди в парадной, пока она не выйдет. - Что ты ворчишь? - сказал я.	Ты ворчишь.	2	1			https://platform.toloka.ai/task/42365874/00028673b2--656dbe59e89d51723324b8b7	00028673b2--65661c85a837516761fe51ed	00028673b2--656dbe59e89d51723324b8b7	00028673b2--656dbe59e89d51723324b8a5	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:56:09.241	2023-12-04T11:56:24.613	2023-12-04T11:56:24.613	0.0300000000
О Сове нужно поговорить. По-моему, это не мудрая сова, она только считает себя мудрой (поскольку она сова) или притворяется мудрой.	Сова мудрая.	2	3			https://platform.toloka.ai/task/42365874/00028673b2--656dbe6ac383671e05f9c8d1	00028673b2--65661c84a837516761fe51d5	00028673b2--656dbe6ac383671e05f9c8d1	00028673b2--656dbe6ac383671e05f9c8c9	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:56:26.074	2023-12-04T11:56:50.281	2023-12-04T11:56:50.281	0.0300000000
Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.	Моя позиция маргинальная и странная.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dbe6ac383671e05f9c8d1	00028673b2--65661c942eae777d413ced6a	00028673b2--656dbe6ac383671e05f9c8d1	00028673b2--656dbe6ac383671e05f9c8c9	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:56:26.074	2023-12-04T11:56:50.281	2023-12-04T11:56:50.281	0.0300000000
Его преследовали, бросили в тюрьму. Потом — суд, приговор. В отчаянии он писал послания Господу: «Но ты нас не слышишь... ты нас не видишь...» Таков был его конец.	Ты нас не слышишь... ты нас не видишь...	1				https://platform.toloka.ai/task/42365874/00028673b2--656dbe6ac383671e05f9c8d1	00028673b2--65661c942eae777d413ced0f	00028673b2--656dbe6ac383671e05f9c8d1	00028673b2--656dbe6ac383671e05f9c8c9	342f94fd9692fc40087323822ceabf02	APPROVED	2023-12-04T11:56:26.074	2023-12-04T11:56:50.281	2023-12-04T11:56:50.281	0.0300000000
Узнав о возбуждении уголовного дела, две подозреваемые медсестры скрылись от следственных органов.	Уголовное дело закрыли после исчезновения медсестер.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc3e0e89d51723325fa8e	00028673b2--65661c962eae777d413cee64	00028673b2--656dc3e0e89d51723325fa8e	00028673b2--656dc3e0e89d51723325fa86	b3aa617f32063d19fe0f5a3011564074	APPROVED	2023-12-04T12:19:44.978	2023-12-04T12:20:15.066	2023-12-04T12:20:15.066	0.0300000000
Настоящий друг. Выручил меня с оркестром. Не забуду.	Друг меня выручил.	1	2			https://platform.toloka.ai/task/42365874/00028673b2--656dc3e0e89d51723325fa8e	00028673b2--65661c85a837516761fe51fb	00028673b2--656dc3e0e89d51723325fa8e	00028673b2--656dc3e0e89d51723325fa86	b3aa617f32063d19fe0f5a3011564074	APPROVED	2023-12-04T12:19:44.978	2023-12-04T12:20:15.066	2023-12-04T12:20:15.066	0.0300000000
Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.	Моя позиция маргинальная и странная.	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc3e0e89d51723325fa8e	00028673b2--65661c942eae777d413ced6a	00028673b2--656dc3e0e89d51723325fa8e	00028673b2--656dc3e0e89d51723325fa86	b3aa617f32063d19fe0f5a3011564074	APPROVED	2023-12-04T12:19:44.978	2023-12-04T12:20:15.066	2023-12-04T12:20:15.066	0.0300000000
Когда ты готовишь еду и как? Как ты организуешь свое время? Я решила спросить тебя, потому что в нашей семье никто из женщин не работает вне дома и мне не с кого брать пример.	Можно спросить тебя, потому что в нашей семье никто из женщин не работает вне дома и мне не с кого брать пример.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc426355626288e388826	00028673b2--65661c9a2eae777d413cf132	00028673b2--656dc426355626288e388826	00028673b2--656dc426355626288e38880a	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:20:54.508	2023-12-04T12:22:03.871	2023-12-04T12:22:03.871	0.0300000000
Он ей рисунки свои носил, а она исправляла. Все ему исправляла. И критиковала за ставни закрытые, говорила — окно, чтоб смотреть на мир.	На его рисунках были открыты ставни.	2	2			https://platform.toloka.ai/task/42365874/00028673b2--656dc426355626288e388826	00028673b2--65661c85a837516761fe51f9	00028673b2--656dc426355626288e388826	00028673b2--656dc426355626288e38880a	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:20:54.508	2023-12-04T12:22:03.871	2023-12-04T12:22:03.871	0.0300000000
Все свои привязанности? Какое право я имел распоряжаться своим человеческим веществом? Кто гарантировал мне выигрыш?	Я выиграл	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc426355626288e388826	00028673b2--65661c942eae777d413ced59	00028673b2--656dc426355626288e388826	00028673b2--656dc426355626288e38880a	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:20:54.508	2023-12-04T12:22:03.871	2023-12-04T12:22:03.871	0.0300000000
Через несколько лет эта бесполая мякоть утвердится в самодовольного скота. Менеджером станет! Но, считай, ему повезло.	У этой везучей мякоти нет пола.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc46d16b8cb68b82324c3	00028673b2--65661c982eae777d413cefc6	00028673b2--656dc46d16b8cb68b82324c3	00028673b2--656dc46d16b8cb68b82324af	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:22:05.575	2023-12-04T12:23:10.353	2023-12-04T12:23:10.353	0.0300000000
Посмотрев это видео, понимаешь, почему женщины живут дольше мужчин.	Женщины живут не дольше мужчин.	2	2			https://platform.toloka.ai/task/42365874/00028673b2--656dc46d16b8cb68b82324c3	00028673b2--65661c85a837516761fe51f7	00028673b2--656dc46d16b8cb68b82324c3	00028673b2--656dc46d16b8cb68b82324af	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:22:05.575	2023-12-04T12:23:10.353	2023-12-04T12:23:10.353	0.0300000000
Сначала все шло хорошо, но, узнав о его национальности, его кандидатуру отключили без разговоров и категорически. Интересно: я думал, что это уже схлынуло. Сам он знает о гонении на евреев, говорит, что очень не любит свой народ и очень уважает русских.	Его народ - русский.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc46d16b8cb68b82324c3	00028673b2--65661c982eae777d413cf00d	00028673b2--656dc46d16b8cb68b82324c3	00028673b2--656dc46d16b8cb68b82324af	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:22:05.575	2023-12-04T12:23:10.353	2023-12-04T12:23:10.353	0.0300000000
Для мамы праздник был как обычный день. Она кормила людей. Весеннее небо обещало счастье, но мать не верила ему.	Небо обещает счастье.	3	3			https://platform.toloka.ai/task/42365874/00028673b2--656dc492de57091f56f5371c	00028673b2--65661c84a837516761fe51cf	00028673b2--656dc492de57091f56f5371c	00028673b2--656dc492de57091f56f5371a	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:22:42.805	2023-12-04T12:24:27.637	2023-12-04T12:24:27.637	0.0300000000
Все свои привязанности? Какое право я имел распоряжаться своим человеческим веществом? Кто гарантировал мне выигрыш?	Я выиграл	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc492de57091f56f5371c	00028673b2--65661c942eae777d413ced59	00028673b2--656dc492de57091f56f5371c	00028673b2--656dc492de57091f56f5371a	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:22:42.805	2023-12-04T12:24:27.637	2023-12-04T12:24:27.637	0.0300000000
Его преследовали, бросили в тюрьму. Потом — суд, приговор. В отчаянии он писал послания Господу: «Но ты нас не слышишь... ты нас не видишь...» Таков был его конец.	Ты нас не слышишь... ты нас не видишь...	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc492de57091f56f5371c	00028673b2--65661c942eae777d413ced0f	00028673b2--656dc492de57091f56f5371c	00028673b2--656dc492de57091f56f5371a	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:22:42.805	2023-12-04T12:24:27.637	2023-12-04T12:24:27.637	0.0300000000
Я буду идти по дороге и смотреть, как на близлежащих дачах зажигается свет, потом я вернусь в свой блиндаж, лягу на топчан и всю ночь буду слушать, потому что все равно ничего другого я делать не умею. Сначала я немного послушаю, как на высоком дереве, которое растет рядом с блиндажом, спит птица, потом я услышу, как большое облако на северо-западе ночного неба что-то говорит маленькому облаку на востоке уже почти что утреннего неба, язык облаков довольно сложный, я не всё пойму из их разговора, а потом начнут кричать Ракеты на Речном вокзале, их будут резать на металлолом, и они будут жалобно кричать, и это будет невыносимо. Тогда я зажму уши ладонями и начну думать.	на близлежащих дачах зажигается свет.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc4aff398366becfa687f	00028673b2--65661c9a2eae777d413cf156	00028673b2--656dc4aff398366becfa687f	00028673b2--656dc4aff398366becfa687b	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:23:11.997	2023-12-04T12:26:29.973	2023-12-04T12:26:29.973	0.0300000000
"По оценкам организаторов, на Пушкинской площади уже собралось порядка пяти тысяч человек. ""Сейчас здесь уже находится пять тысяч человек или даже больше. К нам только из регионов приехали три тысячи человек"", - сказал один из организаторов митинга."	Только из регионов приехали пять тысяч человек.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc4aff398366becfa687f	00028673b2--65661c992eae777d413cf0e9	00028673b2--656dc4aff398366becfa687f	00028673b2--656dc4aff398366becfa687b	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:23:11.997	2023-12-04T12:26:29.973	2023-12-04T12:26:29.973	0.0300000000
Говорил ведь, жди в парадной, пока она не выйдет. - Что ты ворчишь? - сказал я.	Ты ворчишь.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--656dc4aff398366becfa687f	00028673b2--65661c85a837516761fe51ed	00028673b2--656dc4aff398366becfa687f	00028673b2--656dc4aff398366becfa687b	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:23:11.997	2023-12-04T12:26:29.973	2023-12-04T12:26:29.973	0.0300000000
Тюменская кондитерская решила провести благотворительную акцию.	Тюменские кондитеры проведут благотворительную акцию.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--656dc506e89d517233263a31	00028673b2--65661c84a837516761fe51c9	00028673b2--656dc506e89d517233263a31	00028673b2--656dc506e89d517233263a2c	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:24:38.912	2023-12-04T12:25:23.783	2023-12-04T12:25:23.783	0.0300000000
Напомним, в нем приняли участие сразу пять команд из Мурманской Лиги.	В нем приняли участие сразу пять команд из Мурманской Лиги.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc506e89d517233263a31	00028673b2--65661c962eae777d413cee5e	00028673b2--656dc506e89d517233263a31	00028673b2--656dc506e89d517233263a2c	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:24:38.912	2023-12-04T12:25:23.783	2023-12-04T12:25:23.783	0.0300000000
И обещала, что, как только я подрасту, она за меня возьмется. — Я знаю, что ты талантлива, но что ты будешь делать с этим талантом — вот что важно! — сказала она мне.	Она за меня возьмется, как только я подрасту.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc506e89d517233263a31	00028673b2--65661c942eae777d413cedb7	00028673b2--656dc506e89d517233263a31	00028673b2--656dc506e89d517233263a2c	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:24:38.912	2023-12-04T12:25:23.783	2023-12-04T12:25:23.783	0.0300000000
Его будут судить за взяточничество и злоупотребление служебным положением.	Его обвиняют во взяточничестве и злоупотреблении служебным положением.	1	1			https://platform.toloka.ai/task/42365874/00028673b2--656dc53516b8cb68b8235193	00028673b2--65661c85a837516761fe51ef	00028673b2--656dc53516b8cb68b8235193	00028673b2--656dc53516b8cb68b8235190	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:25:25.830	2023-12-04T12:27:09.365	2023-12-04T12:27:09.365	0.0300000000
"По оценкам организаторов, на Пушкинской площади уже собралось порядка пяти тысяч человек. ""Сейчас здесь уже находится пять тысяч человек или даже больше. К нам только из регионов приехали три тысячи человек"", - сказал один из организаторов митинга."	Только из регионов приехали пять тысяч человек.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc53516b8cb68b8235193	00028673b2--65661c992eae777d413cf0e9	00028673b2--656dc53516b8cb68b8235193	00028673b2--656dc53516b8cb68b8235190	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:25:25.830	2023-12-04T12:27:09.365	2023-12-04T12:27:09.365	0.0300000000
Когда ты готовишь еду и как? Как ты организуешь свое время? Я решила спросить тебя, потому что в нашей семье никто из женщин не работает вне дома и мне не с кого брать пример.	Можно спросить тебя, потому что в нашей семье никто из женщин не работает вне дома и мне не с кого брать пример.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc53516b8cb68b8235193	00028673b2--65661c9a2eae777d413cf132	00028673b2--656dc53516b8cb68b8235193	00028673b2--656dc53516b8cb68b8235190	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:25:25.830	2023-12-04T12:27:09.365	2023-12-04T12:27:09.365	0.0300000000
И обещала, что, как только я подрасту, она за меня возьмется. — Я знаю, что ты талантлива, но что ты будешь делать с этим талантом — вот что важно! — сказала она мне.	Она за меня возьмется, как только я подрасту.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc577355626288e38d264	00028673b2--65661c942eae777d413cedb7	00028673b2--656dc577355626288e38d264	00028673b2--656dc577355626288e38d261	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:26:31.177	2023-12-04T12:31:17.582	2023-12-04T12:31:17.582	0.0300000000
Экспертный совет этим был удовлетворен, а руководство федерации считает, что радоваться рано.	Радоваться рано.	1	3			https://platform.toloka.ai/task/42365874/00028673b2--656dc577355626288e38d264	00028673b2--65661c85a837516761fe51e9	00028673b2--656dc577355626288e38d264	00028673b2--656dc577355626288e38d261	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:26:31.177	2023-12-04T12:31:17.582	2023-12-04T12:31:17.582	0.0300000000
Считаю, что президентские выборы будут проходить в два тура.	Президентские выборы будут проходить в два тура.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc577355626288e38d264	00028673b2--65661c962eae777d413ceed6	00028673b2--656dc577355626288e38d264	00028673b2--656dc577355626288e38d261	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:26:31.177	2023-12-04T12:31:17.582	2023-12-04T12:31:17.582	0.0300000000
"Да, именно так и написано в официальном пресс-релизе департамента здравоохранения: ""в целях улучшения качества и доступности медицинской помощи, соблюдения интересов пациентов департамент здравоохранения публикует список номеров мобильных телефонов руководителей медицинских организаций государственной системы здравоохранения Владимирской области"". Со списком служебных мобильных телефонов руководителей медицинских организаций можно ознакомиться по ссылке. При этом пока в графе ""служебные мобильные телефоны"" указаны данные не у всех главврачей."	Департамент здравоохранения опубликовал список номеров мобильных телефонов руководителей медицинских организаций государственной системы здравоохранения Владимирской области.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc5a1259151619f2b3596	00028673b2--65661c962eae777d413ceec3	00028673b2--656dc5a1259151619f2b3596	00028673b2--656dc5a1259151619f2b358d	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:27:13.458	2023-12-04T12:29:19.640	2023-12-04T12:29:19.640	0.0300000000
Должен же у людей хоть когда-нибудь быть отпуск! — Конечно, только я не уверен, что у нас в конторе кто-нибудь знает это слово. — Скажи им, что заболел.	Ты заболел.	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc5a1259151619f2b3596	00028673b2--65661c992eae777d413cf0a3	00028673b2--656dc5a1259151619f2b3596	00028673b2--656dc5a1259151619f2b358d	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:27:13.458	2023-12-04T12:29:19.640	2023-12-04T12:29:19.640	0.0300000000
О Сове нужно поговорить. По-моему, это не мудрая сова, она только считает себя мудрой (поскольку она сова) или притворяется мудрой.	Сова мудрая.	3	3			https://platform.toloka.ai/task/42365874/00028673b2--656dc5a1259151619f2b3596	00028673b2--65661c84a837516761fe51d5	00028673b2--656dc5a1259151619f2b3596	00028673b2--656dc5a1259151619f2b358d	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:27:13.458	2023-12-04T12:29:19.640	2023-12-04T12:29:19.640	0.0300000000
Такие меры был приняты после жалоб покупателей на минимальный чек, установленный в красноярской торговой сети.	Покупатели жаловались на минимальный чек, установленный в красноярской торговой сети.	1				https://platform.toloka.ai/task/42365874/00028673b2--656dc621ab84697810f1f2e5	00028673b2--65661c952eae777d413cee03	00028673b2--656dc621ab84697810f1f2e5	00028673b2--656dc621ab84697810f1f2d6	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:29:21.871	2023-12-04T12:34:12.403	2023-12-04T12:34:12.403	0.0300000000
Отвечай, — строго сказал он.— Только не врать, что сегодня! — Да, в прошлом году, — растерянно ответила девица.	Это было сегодня.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc621ab84697810f1f2e5	00028673b2--65661c992eae777d413cf0a0	00028673b2--656dc621ab84697810f1f2e5	00028673b2--656dc621ab84697810f1f2d6	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:29:21.871	2023-12-04T12:34:12.403	2023-12-04T12:34:12.403	0.0300000000
— Если бы у меня был мел, я бы разрисовал им парадное, — сказал я, — первый раз вижу не разрисованное мелом парадное.	Первый раз парадное не разрисовано мелом.	1	3			https://platform.toloka.ai/task/42365874/00028673b2--656dc621ab84697810f1f2e5	00028673b2--65661c84a837516761fe51df	00028673b2--656dc621ab84697810f1f2e5	00028673b2--656dc621ab84697810f1f2d6	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:29:21.871	2023-12-04T12:34:12.403	2023-12-04T12:34:12.403	0.0300000000
Папа — голенький. Глазамирукамжадно, сердечкоколотится. Ктосказал, чтонельзячитатьчужиеписьма?	Нельзячитатьчужиеписьма.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc697259151619f2b640e	00028673b2--65661c962eae777d413cef1d	00028673b2--656dc697259151619f2b640e	00028673b2--656dc697259151619f2b640c	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:31:19.623	2023-12-04T12:37:33.796	2023-12-04T12:37:33.796	0.0300000000
Как я бросил? А просто, шагая по длинной улице, понял: пора бросать. И, помню, задержал глаза на щитке с краю тротуара.	С краю тротуара не было щитка.	2	2			https://platform.toloka.ai/task/42365874/00028673b2--656dc697259151619f2b640e	00028673b2--65661c84a837516761fe51d1	00028673b2--656dc697259151619f2b640e	00028673b2--656dc697259151619f2b640c	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:31:19.623	2023-12-04T12:37:33.796	2023-12-04T12:37:33.796	0.0300000000
Должен же у людей хоть когда-нибудь быть отпуск! — Конечно, только я не уверен, что у нас в конторе кто-нибудь знает это слово. — Скажи им, что заболел.	Ты заболел.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc697259151619f2b640e	00028673b2--65661c992eae777d413cf0a3	00028673b2--656dc697259151619f2b640e	00028673b2--656dc697259151619f2b640c	dd86fa40c4489fea8655db2f7e237be8	APPROVED	2023-12-04T12:31:19.623	2023-12-04T12:37:33.796	2023-12-04T12:37:33.796	0.0300000000
Тульскими полицейскими задержан мужчина, которого подозревают в карманной краже.	Никто не совершал карманную кражу.	2				https://platform.toloka.ai/task/42365874/00028673b2--656dc74a355626288e393f2f	00028673b2--65661c962eae777d413ceee6	00028673b2--656dc74a355626288e393f2f	00028673b2--656dc74a355626288e393f2c	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:34:18.401	2023-12-04T12:35:11.799	2023-12-04T12:35:11.799	0.0300000000
Папа — голенький. Глазамирукамжадно, сердечкоколотится. Ктосказал, чтонельзячитатьчужиеписьма?	Нельзячитатьчужиеписьма.	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc74a355626288e393f2f	00028673b2--65661c962eae777d413cef1d	00028673b2--656dc74a355626288e393f2f	00028673b2--656dc74a355626288e393f2c	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:34:18.401	2023-12-04T12:35:11.799	2023-12-04T12:35:11.799	0.0300000000
Я добиваюсь того, чтобы мои голоса не крали. Я добиваюсь того, чтобы люди поняли, что их много, и они вместе.	Людей много, и они вместе.	3	1			https://platform.toloka.ai/task/42365874/00028673b2--656dc74a355626288e393f2f	00028673b2--65661c85a837516761fe51f1	00028673b2--656dc74a355626288e393f2f	00028673b2--656dc74a355626288e393f2c	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:34:18.401	2023-12-04T12:35:11.799	2023-12-04T12:35:11.799	0.0300000000
Через несколько лет эта бесполая мякоть утвердится в самодовольного скота. Менеджером станет! Но, считай, ему повезло.	У этой везучей мякоти нет пола.	3				https://platform.toloka.ai/task/42365874/00028673b2--656dc781ab84697810f23617	00028673b2--65661c982eae777d413cefc6	00028673b2--656dc781ab84697810f23617	00028673b2--656dc781ab84697810f23615	db71963eb8c439665e01a3ec675a92ad	APPROVED	2023-12-04T12:35:13.485	2023-12-04T12:38:12.530	2023-12-04T12:38:12.530	0.0300000000
