INPUT:replic	INPUT:answer_1	INPUT:answer_2	INPUT:target_group	OUTPUT:answer_output	GOLDEN:answer_output	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
Ахахахахахахахсхсхсэсхсхсхсхсх, тушись, гомик.	Сам тушись, гомик!	Почему ты называешь гомиками всех, кто указывает тебе на то, какой ты ебанутый долбоеб? Не веришь, что больше одного человека может так считать?	лгбт	1				https://platform.toloka.ai/task/42002038/000280e676--6540310627259c5fb8d9f1df	000280e676--654025af49bf6d25f0b6aafb	000280e676--6540310627259c5fb8d9f1df	000280e676--6540310627259c5fb8d9f1db	061dfee3937b4a6a9cbddad61d437b48	APPROVED	2023-10-30T22:41:10.295	2023-10-30T22:41:43.776	2023-10-30T22:41:43.776	0.0320000000
Вся суть. Ты - убогий неудачник, проигравший по жизни. У тебя нет ни друзей, ни увлечений, и единственное твоё развлечение - попытаться причинить кому-то боль. Что у тебя кстати плохо получается, и ты часто сам уходишь с разорванной жопой. Мощно тебе бомбит. Но ты тiрпи.	тiрпiть тут будешь только ты, пока в тове очко каждая узбекская чурка палку кинет	НIВIРЮ! Не удивлен что тебя модер потер, такой то ты дегенерат безголовый. Сейчас и тут потрет.	другое	2	2			https://platform.toloka.ai/task/42002038/000280e676--6540310627259c5fb8d9f1df	000280e676--654025a02d0f5e27572ddcb7	000280e676--6540310627259c5fb8d9f1df	000280e676--6540310627259c5fb8d9f1db	061dfee3937b4a6a9cbddad61d437b48	APPROVED	2023-10-30T22:41:10.295	2023-10-30T22:41:43.776	2023-10-30T22:41:43.776	0.0320000000
Заебись. Теперь тебе осталось прибежать к шойге и рассказать что так можно а то там долбоебы одни и каких то дронов для борьбы с дррнами разрабатывают и пытаются сигналы перехватывать. А тут взял и донавел ракету лол.	Мальчик, ты ебанутый? Все средние и дальние ЗРК так работают. На пикриле спереди зеленая нашлепка - кожух РЛС для подсветки цели, белая голова ракеты - обтекатель приемника сигнала для донаведения. Иди тупостью в порашу троллить, дегенерат тупой	Ты давно учебники читал? Все средние и дальние ЗРК так работают. На исходной картинке спереди зелёная нашлёпка — кожух РЛС для подсветки цели, белая голова ракеты — обтекатель приемника сигнала для донаведения. Учите матчасть, товарищи!	другое	1				https://platform.toloka.ai/task/42002038/000280e676--6540310627259c5fb8d9f1df	000280e676--654025b049bf6d25f0b6ac01	000280e676--6540310627259c5fb8d9f1df	000280e676--6540310627259c5fb8d9f1db	061dfee3937b4a6a9cbddad61d437b48	APPROVED	2023-10-30T22:41:10.295	2023-10-30T22:41:43.776	2023-10-30T22:41:43.776	0.0320000000
Хотел написать что маэстро новое дно пробивает, но он большинство того что мог пробить уже пробил	Ещё одно подтверждение что стабильность признак мастерства	В глаза левака дегенерата типа тебя, значит все правильно делает	другое	2				https://platform.toloka.ai/task/42002038/000280e676--6540310ff83f2e52cc788225	000280e676--654025b149bf6d25f0b6ac3c	000280e676--6540310ff83f2e52cc788225	000280e676--6540310ff83f2e52cc788223	6da0c04f86fd3b7d3abde9e6900c3cd8	APPROVED	2023-10-30T22:41:19.859	2023-10-30T22:42:03.793	2023-10-30T22:42:03.793	0.0320000000
Пошел нахуй, дебил горный. Сам с китаем воюй, подсос пендосов	Воевать? Кек, хуйня, пидораший скот без выстрела это сглотнет когда по половину Китай придет и заберет. Так же сглотнете как глотаете героев россии чуркобесских которые вашим детям головы резали, так же сглотнете как уничтожение 2/3 населения при крещении, так же сглотнете как нашествие чурок и власть кагала. Воевать... АХАХА... Не осталось среди русских воинов, не осталось даже русских. Пиздуй в рот пыне смотри дальше, пидорашка ебаная, может еще 10к кинет	подсос тут только ты, но у всего района на рот принимаешь и под хвост даешь	мигранты	1	1			https://platform.toloka.ai/task/42002038/000280e676--6540310ff83f2e52cc788225	000280e676--654025a02d0f5e27572ddcaf	000280e676--6540310ff83f2e52cc788225	000280e676--6540310ff83f2e52cc788223	6da0c04f86fd3b7d3abde9e6900c3cd8	APPROVED	2023-10-30T22:41:19.859	2023-10-30T22:42:03.793	2023-10-30T22:42:03.793	0.0320000000
ну ка скока вас сыновей шлюхенций засекаем	Токсичные тут у вас в треде игры! А есть какой-то альтернативный тред, где мир розовых пони и прочее? Вот туда засекать иди	чел пиздуй апать ммр , у тебя погоняла на всю жизнь тупой сын шлюхи и пока ты не апнишь не че не поменятся не ври себе кусок дерьма	женщины	2				https://platform.toloka.ai/task/42002038/000280e676--6540310ff83f2e52cc788225	000280e676--654025af49bf6d25f0b6aaf9	000280e676--6540310ff83f2e52cc788225	000280e676--6540310ff83f2e52cc788223	6da0c04f86fd3b7d3abde9e6900c3cd8	APPROVED	2023-10-30T22:41:19.859	2023-10-30T22:42:03.793	2023-10-30T22:42:03.793	0.0320000000
Ахахахахахахахсхсхсэсхсхсхсхсх, тушись, гомик.	Сам тушись, гомик!	Почему ты называешь гомиками всех, кто указывает тебе на то, какой ты ебанутый долбоеб? Не веришь, что больше одного человека может так считать?	лгбт	1				https://platform.toloka.ai/task/42002038/000280e676--65403110dc18ba1744e5c95e	000280e676--654025af49bf6d25f0b6aafb	000280e676--65403110dc18ba1744e5c95e	000280e676--65403110dc18ba1744e5c95b	b2b9ceddc2dedb816a6f0923943cc498	APPROVED	2023-10-30T22:41:20.182	2023-10-30T22:41:42.236	2023-10-30T22:41:42.236	0.0320000000
Дурак ты блядь, ну не понял я тебя. Я не вношу изменение в конструкцию. Чё тебе ещё надо? скажи если что по делу есть сказать. Поэтому я и создал тред, спросить, потому что сам может не догоняю. , а ты пидор. Ну подскажи если соображаешь	а ты пидор Нет, точно не я кек	разуй глаза даун и почитай инструкцию прежде чем сообщение на форум писать	лгбт	1	1			https://platform.toloka.ai/task/42002038/000280e676--65403110dc18ba1744e5c95e	000280e676--654025a02d0f5e27572ddcc3	000280e676--65403110dc18ba1744e5c95e	000280e676--65403110dc18ba1744e5c95b	b2b9ceddc2dedb816a6f0923943cc498	APPROVED	2023-10-30T22:41:20.182	2023-10-30T22:41:42.236	2023-10-30T22:41:42.236	0.0320000000
Заебись. Теперь тебе осталось прибежать к шойге и рассказать что так можно а то там долбоебы одни и каких то дронов для борьбы с дррнами разрабатывают и пытаются сигналы перехватывать. А тут взял и донавел ракету лол.	Мальчик, ты ебанутый? Все средние и дальние ЗРК так работают. На пикриле спереди зеленая нашлепка - кожух РЛС для подсветки цели, белая голова ракеты - обтекатель приемника сигнала для донаведения. Иди тупостью в порашу троллить, дегенерат тупой	Ты давно учебники читал? Все средние и дальние ЗРК так работают. На исходной картинке спереди зелёная нашлёпка — кожух РЛС для подсветки цели, белая голова ракеты — обтекатель приемника сигнала для донаведения. Учите матчасть, товарищи!	другое	1				https://platform.toloka.ai/task/42002038/000280e676--65403110dc18ba1744e5c95e	000280e676--654025b049bf6d25f0b6ac01	000280e676--65403110dc18ba1744e5c95e	000280e676--65403110dc18ba1744e5c95b	b2b9ceddc2dedb816a6f0923943cc498	APPROVED	2023-10-30T22:41:20.182	2023-10-30T22:41:42.236	2023-10-30T22:41:42.236	0.0320000000
"Это не гражданская война, а агрессия соседнего государства, которая подняла ватных алкашей возрождать ""ВЕЛИКУЮ РОССИЮ"" и обосралась в итоге. А Крым он России боком вышел."	твое дайнское мнение также далеко от истины, как одна нога твоей мамаши от второй пока она узбеков обслуживает	"Хуйню не неси, долбаеб Не видел в сводках, что у нас была война с Украиной, вы ее сами придумали, чтобы оправдать свое бессилие против ""ватных алкашей"""	мужчины	2	2			https://platform.toloka.ai/task/42002038/000280e676--6540311227259c5fb8d9f3ca	000280e676--654025a02d0f5e27572ddcbf	000280e676--6540311227259c5fb8d9f3ca	000280e676--6540311227259c5fb8d9f3c8	a2d35cc2394118b917c1b17dcce4dd90	APPROVED	2023-10-30T22:41:22.881	2023-10-30T22:41:42.532	2023-10-30T22:41:42.532	0.0290000000
Заебись. Теперь тебе осталось прибежать к шойге и рассказать что так можно а то там долбоебы одни и каких то дронов для борьбы с дррнами разрабатывают и пытаются сигналы перехватывать. А тут взял и донавел ракету лол.	Мальчик, ты ебанутый? Все средние и дальние ЗРК так работают. На пикриле спереди зеленая нашлепка - кожух РЛС для подсветки цели, белая голова ракеты - обтекатель приемника сигнала для донаведения. Иди тупостью в порашу троллить, дегенерат тупой	Ты давно учебники читал? Все средние и дальние ЗРК так работают. На исходной картинке спереди зелёная нашлёпка — кожух РЛС для подсветки цели, белая голова ракеты — обтекатель приемника сигнала для донаведения. Учите матчасть, товарищи!	другое	1				https://platform.toloka.ai/task/42002038/000280e676--6540311227259c5fb8d9f3ca	000280e676--654025b049bf6d25f0b6ac01	000280e676--6540311227259c5fb8d9f3ca	000280e676--6540311227259c5fb8d9f3c8	a2d35cc2394118b917c1b17dcce4dd90	APPROVED	2023-10-30T22:41:22.881	2023-10-30T22:41:42.532	2023-10-30T22:41:42.532	0.0290000000
Ахахахахахахахсхсхсэсхсхсхсхсх, тушись, гомик.	Сам тушись, гомик!	Почему ты называешь гомиками всех, кто указывает тебе на то, какой ты ебанутый долбоеб? Не веришь, что больше одного человека может так считать?	лгбт	1				https://platform.toloka.ai/task/42002038/000280e676--6540311227259c5fb8d9f3ca	000280e676--654025af49bf6d25f0b6aafb	000280e676--6540311227259c5fb8d9f3ca	000280e676--6540311227259c5fb8d9f3c8	a2d35cc2394118b917c1b17dcce4dd90	APPROVED	2023-10-30T22:41:22.881	2023-10-30T22:41:42.532	2023-10-30T22:41:42.532	0.0290000000
"""изображен солнцем и его называют солнцем""? Хуёнцем изображён. Исус был выблядком луны спидораковой и им всегда оставался. Никакого отношения жидоисуся,как и все жидохристаине чурки и жиды,к солнцу не имеют."	Красивое мнение. Агрессивное, провокационное, но зато оно у тебя есть. Я его не разделяю, живи с этим. А стремление оскорбить всех разом, кто с тобой не согласен, конечно, годный инструмент привлечения на свою сторону, на пятилеток действует!	"ЧТД. В другом треде ты писал ""ПРИВЕДИТЕ ПРИМЕР СИМВОЛА СОЛНЦА"". Вот примели. Твоя реакция: РРРРРРРЯ НЕТ НЕТ РРРРРРРЯ ПИДОРЫ МРАЗИ ЖИДЫ РРРРРРЯ. Ну я хоты бы посмеялся с того как у тебя очко сгорело) а теперь пшел нахуй"	мужчины	2				https://platform.toloka.ai/task/42002038/000280e676--65403116edd5dc6538ed3b04	000280e676--654025b049bf6d25f0b6abdf	000280e676--65403116edd5dc6538ed3b04	000280e676--65403116edd5dc6538ed3b02	d7cd45f1e69376ea23a78ca43dcbf37b	APPROVED	2023-10-30T22:41:26.976	2023-10-30T22:41:43	2023-10-30T22:41:43	0.0290000000
"Отправляешь корзинку-скрипача к чуркам Его пиздят ""сам_виноват.jpg""Я даже спорить не стану. Тебя любой психолог говном накормит."	на опыте говоришь, да. Че как говно? Вкусное? Понравилось?	Психолог тебя проверит перед поступлением на службу, а так же психиатр, и другие врачи. Не кидайся с крайности в крайность. Чурки тебя и на гражданке могут напиздить, корзинку. И даже с большей долей вероятности, и с большей долей вероятности безответственности за это.	мигранты	2	2			https://platform.toloka.ai/task/42002038/000280e676--65403116edd5dc6538ed3b04	000280e676--654025a02d0f5e27572ddcbd	000280e676--65403116edd5dc6538ed3b04	000280e676--65403116edd5dc6538ed3b02	d7cd45f1e69376ea23a78ca43dcbf37b	APPROVED	2023-10-30T22:41:26.976	2023-10-30T22:41:43	2023-10-30T22:41:43	0.0290000000
Чел черпает свои знания из твитов каких-то вонючих хохлов. Что ты от него ещё хочешь?	Галковский выблядок шизоидный и еврей. Читают его тоже только жиды и шизы. Он ебаная франкфуртская школа. Гений Зиновьев. Местами Дугин(местами).	Да ничего я от него не хочу. Я хочу, чтобы за каждым высером был разумный обоснуй, а не эмошки с потолка и не пропаганда без конца и без края.	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--65403116edd5dc6538ed3b04	000280e676--654025af49bf6d25f0b6aacb	000280e676--65403116edd5dc6538ed3b04	000280e676--65403116edd5dc6538ed3b02	d7cd45f1e69376ea23a78ca43dcbf37b	APPROVED	2023-10-30T22:41:26.976	2023-10-30T22:41:43	2023-10-30T22:41:43	0.0290000000
Заебись. Теперь тебе осталось прибежать к шойге и рассказать что так можно а то там долбоебы одни и каких то дронов для борьбы с дррнами разрабатывают и пытаются сигналы перехватывать. А тут взял и донавел ракету лол.	Мальчик, ты ебанутый? Все средние и дальние ЗРК так работают. На пикриле спереди зеленая нашлепка - кожух РЛС для подсветки цели, белая голова ракеты - обтекатель приемника сигнала для донаведения. Иди тупостью в порашу троллить, дегенерат тупой	Ты давно учебники читал? Все средние и дальние ЗРК так работают. На исходной картинке спереди зелёная нашлёпка — кожух РЛС для подсветки цели, белая голова ракеты — обтекатель приемника сигнала для донаведения. Учите матчасть, товарищи!	другое	1				https://platform.toloka.ai/task/42002038/000280e676--65403122dc18ba1744e5cc35	000280e676--654025b049bf6d25f0b6ac01	000280e676--65403122dc18ba1744e5cc35	000280e676--65403122dc18ba1744e5cc32	8771fd19953c29184c14bcc2775c4c2a	APPROVED	2023-10-30T22:41:38.439	2023-10-30T22:43:11.450	2023-10-30T22:43:11.450	0.0320000000
тупое предложение использовать собачий анус вместо втулки Твой обоссаный кусок чугуния и эндурик имеют немного разные нагрузки на ось маятника, в курсе?	еще лучше использовать твой разработанный огромными нигерскими хуями анус в качестве втулки - прям ахуенно получится	пидораса не слушай он тупой наглухо отбитый дегенерат хохол - думает в своем маня мирке что тролит двач но на самом деле принимает уже десятую стую урины на свое тупое хохляцкое ебало	другое	2	2			https://platform.toloka.ai/task/42002038/000280e676--65403122dc18ba1744e5cc35	000280e676--654025a02d0f5e27572ddcab	000280e676--65403122dc18ba1744e5cc35	000280e676--65403122dc18ba1744e5cc32	8771fd19953c29184c14bcc2775c4c2a	APPROVED	2023-10-30T22:41:38.439	2023-10-30T22:43:11.450	2023-10-30T22:43:11.450	0.0320000000
Нихуя, анон, кого ты лечишь. В ДС хавка норм, каждый год туда езжу. В швитых тут приходится на этикетки внимательно смотреть, т.к. гмо говно до сих пор не запретили. Если тебе гмо гуано норм заходит , ну штош, видать такая у тебя судьба	Главное, что тебе нравится. Ты съешь, что нравится тебе, другие съедят, что нравится им. И все довольны! Просто рай на земле для всех и каждого.	"""В ДС хавка норм""? Значит ты деградант пропитый без вкуса. ""на этикетки внимательно смотреть""? Сложно увидеть ORGANIC? Какое ж ты чмо пиздец."	другое	2				https://platform.toloka.ai/task/42002038/000280e676--65403122dc18ba1744e5cc35	000280e676--654025b049bf6d25f0b6abdd	000280e676--65403122dc18ba1744e5cc35	000280e676--65403122dc18ba1744e5cc32	8771fd19953c29184c14bcc2775c4c2a	APPROVED	2023-10-30T22:41:38.439	2023-10-30T22:43:11.450	2023-10-30T22:43:11.450	0.0320000000
Хотел написать что маэстро новое дно пробивает, но он большинство того что мог пробить уже пробил	Ещё одно подтверждение что стабильность признак мастерства	В глаза левака дегенерата типа тебя, значит все правильно делает	другое	2				https://platform.toloka.ai/task/42002038/000280e676--65403123dc18ba1744e5cc51	000280e676--654025b149bf6d25f0b6ac3c	000280e676--65403123dc18ba1744e5cc51	000280e676--65403123dc18ba1744e5cc4f	e7f280be4cfaddc1bd5a066090011345	APPROVED	2023-10-30T22:41:39.378	2023-10-30T22:42:13.331	2023-10-30T22:42:13.331	0.0290000000
Далбаебы продают по 10 из топ 100 акков за пол года , а потом жалуются что вальве не могут пофиксить мм и с ними играют травоманы на купленных акках ? Топ	Это очень плохая идея. Ты же умный человек!	зис нереально тупорылые дегенераты	другое	2				https://platform.toloka.ai/task/42002038/000280e676--65403123dc18ba1744e5cc51	000280e676--654025af49bf6d25f0b6aaa5	000280e676--65403123dc18ba1744e5cc51	000280e676--65403123dc18ba1744e5cc4f	e7f280be4cfaddc1bd5a066090011345	APPROVED	2023-10-30T22:41:39.378	2023-10-30T22:42:13.331	2023-10-30T22:42:13.331	0.0290000000
"Это не гражданская война, а агрессия соседнего государства, которая подняла ватных алкашей возрождать ""ВЕЛИКУЮ РОССИЮ"" и обосралась в итоге. А Крым он России боком вышел."	твое дайнское мнение также далеко от истины, как одна нога твоей мамаши от второй пока она узбеков обслуживает	"Хуйню не неси, долбаеб Не видел в сводках, что у нас была война с Украиной, вы ее сами придумали, чтобы оправдать свое бессилие против ""ватных алкашей"""	мужчины	1	2			https://platform.toloka.ai/task/42002038/000280e676--65403123dc18ba1744e5cc51	000280e676--654025a02d0f5e27572ddcbf	000280e676--65403123dc18ba1744e5cc51	000280e676--65403123dc18ba1744e5cc4f	e7f280be4cfaddc1bd5a066090011345	APPROVED	2023-10-30T22:41:39.378	2023-10-30T22:42:13.331	2023-10-30T22:42:13.331	0.0290000000
"""изображен солнцем и его называют солнцем""? Хуёнцем изображён. Исус был выблядком луны спидораковой и им всегда оставался. Никакого отношения жидоисуся,как и все жидохристаине чурки и жиды,к солнцу не имеют."	Красивое мнение. Агрессивное, провокационное, но зато оно у тебя есть. Я его не разделяю, живи с этим. А стремление оскорбить всех разом, кто с тобой не согласен, конечно, годный инструмент привлечения на свою сторону, на пятилеток действует!	"ЧТД. В другом треде ты писал ""ПРИВЕДИТЕ ПРИМЕР СИМВОЛА СОЛНЦА"". Вот примели. Твоя реакция: РРРРРРРЯ НЕТ НЕТ РРРРРРРЯ ПИДОРЫ МРАЗИ ЖИДЫ РРРРРРЯ. Ну я хоты бы посмеялся с того как у тебя очко сгорело) а теперь пшел нахуй"	мужчины	2				https://platform.toloka.ai/task/42002038/000280e676--65403127f83f2e52cc788575	000280e676--654025b049bf6d25f0b6abdf	000280e676--65403127f83f2e52cc788575	000280e676--65403127f83f2e52cc78856f	a2d35cc2394118b917c1b17dcce4dd90	APPROVED	2023-10-30T22:41:43.840	2023-10-30T22:42:05.226	2023-10-30T22:42:05.226	0.0290000000
Но большая часть восточной Украины тоже симпатизирует русскимда отключите вы им телевизор уже, они же русскую пропаганду смотрят. На Донбассе тоже вон насмотрелиь - теперь охуевают с российского мира.	ну ты же у нас не такой, вот ты точно правильные каналы смотришь, где всю правду говорят и никак иначе	Бесполезно. Иначе откуда хохлы лучше всех знают, что сказали Соловьёв и Скабеева?	национальность	2	2			https://platform.toloka.ai/task/42002038/000280e676--65403127f83f2e52cc788575	000280e676--654025a02d0f5e27572ddca3	000280e676--65403127f83f2e52cc788575	000280e676--65403127f83f2e52cc78856f	a2d35cc2394118b917c1b17dcce4dd90	APPROVED	2023-10-30T22:41:43.840	2023-10-30T22:42:05.226	2023-10-30T22:42:05.226	0.0290000000
"Я вообще мимо проходил, а ты сраз у про жопу, хохол что-ли? Ну вас нахер и тех кто ""за"" и тех кто ""против""."	“хохол что-ли”? В порашу съеби, говно.	Вот это поворот! Я вроде тебя не задевал, а?	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--65403127f83f2e52cc788575	000280e676--654025af49bf6d25f0b6aaeb	000280e676--65403127f83f2e52cc788575	000280e676--65403127f83f2e52cc78856f	a2d35cc2394118b917c1b17dcce4dd90	APPROVED	2023-10-30T22:41:43.840	2023-10-30T22:42:05.226	2023-10-30T22:42:05.226	0.0290000000
Ну будут черные няши или индуские няши какая разница, главное что бы они всратыми не были так?	Главное, чтобы хорошими. Хотя так же не бывает? Или ты прям веришь в абсолютно светлое будущее?	Большая блядь разница, безмозглое ты промытое создание, выкидшь от спидозной шлюхи матери.	женщины	2				https://platform.toloka.ai/task/42002038/000280e676--654031282d0f5e27572fed9d	000280e676--654025af49bf6d25f0b6aae7	000280e676--654031282d0f5e27572fed9d	000280e676--654031272d0f5e27572fed95	b2b9ceddc2dedb816a6f0923943cc498	APPROVED	2023-10-30T22:41:44.025	2023-10-30T22:42:17.115	2023-10-30T22:42:17.115	0.0320000000
с твоим то вкусом на инфоцыганскую парашуу меня вообще вкуса нет, поэтому и спрашиваю знающих людей. а твой тейк про генетическое уродство это просто замечательно. манера речи это привычка. если бы я рос в среде интеллектуалов, то я бы общался как интеллектуал в независимости от своего интеллекта, так что твоя фашистская хуета тут вообще не к месту	Вкуса у тебя так же нет потому что ты дегенерат биологический.А хочешь мнения знающих людей - потому что низкопримативный, потому что уродцы в дикой природе всегда низкопримативны в стаях. Отсюда кстати тоже твоя неуверенность. И да это не лечится. Ты рожден страдать, как Франкештейн.	да уж сразу видно, что рос ты не в среде интеллектуалов, а в среде политических шлюх, которые переобучаются чаще, чем на хую бывают	мужчины	1	1			https://platform.toloka.ai/task/42002038/000280e676--654031282d0f5e27572fed9d	000280e676--654025a02d0f5e27572ddcc5	000280e676--654031282d0f5e27572fed9d	000280e676--654031272d0f5e27572fed95	b2b9ceddc2dedb816a6f0923943cc498	APPROVED	2023-10-30T22:41:44.025	2023-10-30T22:42:17.115	2023-10-30T22:42:17.115	0.0320000000
Да ну? Вся гулаговская иерархия пропитана педерастией. Диды вытираны поебывали друг друга прямо в тылу врага, хотя вокруг было полно сочной вражеской пиздятины. Просто не принято было этим гордиться.	Всё так. Именно из советских тюрем пошла легенда про то что пидор только тот кто не актив. Им очень не хотелось быть пидорами, но ебать мужиков в волосатые немытые сральники хотелось.	че тя так тригерит то? Рассказы про сочные члены? Ну нравится тебе пизда бабки блядуньи в селе нижние залупки - иди и еби ее. Или тебя воровская романтика гулага прильщает?	лгбт	1				https://platform.toloka.ai/task/42002038/000280e676--654031282d0f5e27572fed9d	000280e676--654025b149bf6d25f0b6ac7e	000280e676--654031282d0f5e27572fed9d	000280e676--654031272d0f5e27572fed95	b2b9ceddc2dedb816a6f0923943cc498	APPROVED	2023-10-30T22:41:44.025	2023-10-30T22:42:17.115	2023-10-30T22:42:17.115	0.0320000000
Пошел нахуй, дебил горный. Сам с китаем воюй, подсос пендосов	Воевать? Кек, хуйня, пидораший скот без выстрела это сглотнет когда по половину Китай придет и заберет. Так же сглотнете как глотаете героев россии чуркобесских которые вашим детям головы резали, так же сглотнете как уничтожение 2/3 населения при крещении, так же сглотнете как нашествие чурок и власть кагала. Воевать... АХАХА... Не осталось среди русских воинов, не осталось даже русских. Пиздуй в рот пыне смотри дальше, пидорашка ебаная, может еще 10к кинет	подсос тут только ты, но у всего района на рот принимаешь и под хвост даешь	мигранты	1	1			https://platform.toloka.ai/task/42002038/000280e676--65403128edd5dc6538ed3e96	000280e676--654025a02d0f5e27572ddcaf	000280e676--65403128edd5dc6538ed3e96	000280e676--65403128edd5dc6538ed3e94	d7cd45f1e69376ea23a78ca43dcbf37b	APPROVED	2023-10-30T22:41:44.287	2023-10-30T22:41:59.796	2023-10-30T22:41:59.796	0.0290000000
Правильно, когда ты обосравшийся даун, назови оппонента долбоебом При чем тут вообще спириты, отсталое животное, если ты пишешь, про группу инта, куда едет еще куча всякого мусора, что я перечислил выше?	Хорошо что в данный момент очередная ТОП16 мусорка отсеивается в прямом эфире, а ты ебанат в сообщении только прочитал что ты долбаеб (по факту так и есть как оказалось) и как бык на красную тряпку подорвался.	нихуя непонтно чел. Вынь вонючий хуй из своего пидорского рта, достань пальчики из очка своего бойфренда и напиши нормально. Пока что ощущение, что ты рак ебаный и тащить можешь только в катке с пиздюками-инвалидами	мужчины	2				https://platform.toloka.ai/task/42002038/000280e676--65403128edd5dc6538ed3e96	000280e676--654025b049bf6d25f0b6ab8f	000280e676--65403128edd5dc6538ed3e96	000280e676--65403128edd5dc6538ed3e94	d7cd45f1e69376ea23a78ca43dcbf37b	APPROVED	2023-10-30T22:41:44.287	2023-10-30T22:41:59.796	2023-10-30T22:41:59.796	0.0290000000
Хотел написать что маэстро новое дно пробивает, но он большинство того что мог пробить уже пробил	Ещё одно подтверждение что стабильность признак мастерства	В глаза левака дегенерата типа тебя, значит все правильно делает	другое	2				https://platform.toloka.ai/task/42002038/000280e676--65403128edd5dc6538ed3e96	000280e676--654025b149bf6d25f0b6ac3c	000280e676--65403128edd5dc6538ed3e96	000280e676--65403128edd5dc6538ed3e94	d7cd45f1e69376ea23a78ca43dcbf37b	APPROVED	2023-10-30T22:41:44.287	2023-10-30T22:41:59.796	2023-10-30T22:41:59.796	0.0290000000
Чел черпает свои знания из твитов каких-то вонючих хохлов. Что ты от него ещё хочешь?	Галковский выблядок шизоидный и еврей. Читают его тоже только жиды и шизы. Он ебаная франкфуртская школа. Гений Зиновьев. Местами Дугин(местами).	Да ничего я от него не хочу. Я хочу, чтобы за каждым высером был разумный обоснуй, а не эмошки с потолка и не пропаганда без конца и без края.	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--65403128edd5dc6538ed3eb3	000280e676--654025af49bf6d25f0b6aacb	000280e676--65403128edd5dc6538ed3eb3	000280e676--65403128edd5dc6538ed3eb0	061dfee3937b4a6a9cbddad61d437b48	APPROVED	2023-10-30T22:41:44.964	2023-10-30T22:42:14.972	2023-10-30T22:42:14.972	0.0320000000
НАПИСАЛИ ПОБЕДИТЕЛИ БЛЯДЬ ФАШИЗМА	по твоему с фашизмом боролись ради процветания хохлов, хачей и евреев?	СКАЗАЛ ТУПОЙ ПИДОР	национальность	1	1			https://platform.toloka.ai/task/42002038/000280e676--65403128edd5dc6538ed3eb3	000280e676--654025a02d0f5e27572ddcb1	000280e676--65403128edd5dc6538ed3eb3	000280e676--65403128edd5dc6538ed3eb0	061dfee3937b4a6a9cbddad61d437b48	APPROVED	2023-10-30T22:41:44.964	2023-10-30T22:42:14.972	2023-10-30T22:42:14.972	0.0320000000
Далбаебы продают по 10 из топ 100 акков за пол года , а потом жалуются что вальве не могут пофиксить мм и с ними играют травоманы на купленных акках ? Топ	Это очень плохая идея. Ты же умный человек!	зис нереально тупорылые дегенераты	другое	2				https://platform.toloka.ai/task/42002038/000280e676--65403128edd5dc6538ed3eb3	000280e676--654025af49bf6d25f0b6aaa5	000280e676--65403128edd5dc6538ed3eb3	000280e676--65403128edd5dc6538ed3eb0	061dfee3937b4a6a9cbddad61d437b48	APPROVED	2023-10-30T22:41:44.964	2023-10-30T22:42:14.972	2023-10-30T22:42:14.972	0.0320000000
Чел черпает свои знания из твитов каких-то вонючих хохлов. Что ты от него ещё хочешь?	Галковский выблядок шизоидный и еврей. Читают его тоже только жиды и шизы. Он ебаная франкфуртская школа. Гений Зиновьев. Местами Дугин(местами).	Да ничего я от него не хочу. Я хочу, чтобы за каждым высером был разумный обоснуй, а не эмошки с потолка и не пропаганда без конца и без края.	национальность	1				https://platform.toloka.ai/task/42002038/000280e676--6540312ff83f2e52cc788676	000280e676--654025af49bf6d25f0b6aacb	000280e676--6540312ff83f2e52cc788676	000280e676--6540312ff83f2e52cc788673	5c13a99b4f4924075539413041487ff1	APPROVED	2023-10-30T22:41:51.106	2023-10-30T22:42:31.965	2023-10-30T22:42:31.965	0.0320000000
Дурак ты блядь, ну не понял я тебя. Я не вношу изменение в конструкцию. Чё тебе ещё надо? скажи если что по делу есть сказать. Поэтому я и создал тред, спросить, потому что сам может не догоняю. , а ты пидор. Ну подскажи если соображаешь	а ты пидор Нет, точно не я кек	разуй глаза даун и почитай инструкцию прежде чем сообщение на форум писать	лгбт	1	1			https://platform.toloka.ai/task/42002038/000280e676--6540312ff83f2e52cc788676	000280e676--654025a02d0f5e27572ddcc3	000280e676--6540312ff83f2e52cc788676	000280e676--6540312ff83f2e52cc788673	5c13a99b4f4924075539413041487ff1	APPROVED	2023-10-30T22:41:51.106	2023-10-30T22:42:31.965	2023-10-30T22:42:31.965	0.0320000000
